21	0,0,0,8,12,7,0,0,0,3,29,36,36,36,27,3,0,29,36,21,13,25,36,24,10,36,22,0,0,0,29,30,6,27,10,0,0,0,24,30,0,0,0,0,0,1,32,30,0,0,0,0,0,20,36,21,0,0,0,0,10,36,31,2,0,0,0,1,29,36,10,0,0,0,0,21,36,21,0,0,0,0,10,36,31,1,0,0,0,1,32,36,9,0,0,0,0,20,36,20,0,0,0,0,8,35,34,1,0,0,0,3,18,36,36,36,36,36,36,30,6,12,12,12,12,12,12,10
22	8,18,18,18,18,26,25,14,18,36,36,36,36,36,28,3,18,36,17,12,12,23,36,23,18,36,6,0,0,0,33,30,19,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,4,36,30,24,36,26,24,24,32,36,17,24,36,36,36,36,36,25,1,6,12,12,12,12,6,0,0
23	6,18,18,18,23,22,23,11,12,36,36,36,36,34,32,7,12,36,16,6,6,13,35,28,12,36,12,0,0,0,24,30,12,36,12,0,0,0,24,30,12,36,12,0,0,0,23,30,12,36,12,0,0,0,24,30,12,36,12,0,0,0,24,30,12,36,12,0,0,0,24,30,12,36,12,0,0,0,24,30,12,36,12,0,0,0,24,30,14,36,7,0,0,0,24,30,15,36,6,0,0,0,26,30,18,36,20,12,12,20,36,25,18,36,36,36,36,36,29,3,3,12,12,12,12,8,0,0
24	0,0,0,0,3,9,0,0,0,0,0,3,30,36,12,0,0,0,1,29,36,26,3,0,0,0,21,36,26,1,0,0,0,6,36,31,2,0,0,0,0,22,36,12,0,0,0,0,0,33,36,32,36,28,11,0,8,36,36,33,30,36,36,13,13,36,27,1,0,9,35,29,18,36,12,0,0,0,26,30,18,36,12,0,0,0,24,30,18,36,12,0,0,0,24,30,16,36,18,0,0,0,28,30,3,34,35,16,7,23,36,24,0,10,35,36,36,36,30,3,0,0,4,12,12,11,1,0
25	0,0,0,0,13,1,0,0,0,0,1,26,36,24,0,0,0,0,23,36,33,11,0,0,0,12,36,33,6,0,0,0,0,30,36,12,0,0,0,0,10,36,31,5,4,0,0,0,22,36,36,36,36,27,6,0,28,36,33,20,25,36,33,2,36,35,4,0,0,19,36,15,36,30,0,0,0,7,36,18,36,30,0,0,0,6,36,18,36,32,0,0,0,8,36,18,29,36,12,0,1,23,36,12,9,35,36,31,33,36,29,1,0,9,27,36,33,20,3,0,0,0,0,0,0,0,0,0
26	0,0,0,0,0,0,0,0,0,0,0,6,32,21,0,0,0,0,6,33,36,27,2,0,0,1,30,36,21,0,0,0,0,18,36,26,0,0,0,0,2,34,34,4,0,0,0,0,11,36,35,28,29,19,3,0,21,36,36,33,34,36,31,2,27,36,20,0,1,22,36,19,30,36,1,0,0,2,36,29,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,27,36,9,0,0,9,36,24,11,36,34,20,20,34,36,10,0,15,35,36,36,34,13,0,0,0,2,11,8,1,0,0
27	0,0,4,6,6,6,5,0,33,36,36,36,36,36,36,3,30,33,18,18,18,18,18,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,31,7,12,11,2,0,0,30,36,36,36,36,34,10,0,26,36,22,9,16,35,34,2,0,4,0,0,0,16,36,15,0,0,0,0,0,12,36,18,0,0,0,0,0,12,36,18,22,22,0,0,0,12,36,18,32,35,4,0,0,23,36,10,13,36,33,20,27,36,29,0,0,13,32,36,35,21,3,0,0,0,0,0,0,0,0,0
28	20,24,24,24,25,25,14,5,30,36,36,36,36,35,15,0,30,31,0,0,4,26,36,8,30,30,0,0,0,4,36,22,26,30,0,0,0,0,36,24,24,30,0,0,0,14,36,18,24,36,24,24,26,36,32,2,24,36,36,36,36,36,31,3,24,36,3,0,0,16,36,20,24,36,1,0,0,0,31,30,24,36,5,0,0,0,30,30,20,36,6,0,0,0,30,30,18,36,6,0,0,1,33,28,18,36,27,21,23,30,36,13,17,36,36,36,36,32,14,0,0,0,0,0,0,0,0,0
29	0,0,0,0,17,14,0,0,0,0,0,21,36,36,4,0,0,0,19,36,35,11,0,0,0,9,36,35,8,0,0,0,0,30,36,16,0,0,0,0,9,36,36,13,12,5,0,0,21,36,36,36,36,36,20,0,29,36,34,21,23,36,36,12,36,36,9,0,0,19,36,25,36,36,0,0,0,12,36,30,36,36,0,0,0,12,36,30,36,36,0,0,0,10,36,29,31,36,21,1,1,25,36,22,13,36,36,34,32,36,35,5,0,14,33,36,36,30,8,0,0,0,0,6,4,0,0,0
30	0,0,0,1,16,6,0,0,0,0,3,29,36,28,0,0,0,1,26,36,30,4,0,0,0,16,36,30,3,0,0,0,2,34,35,7,0,0,0,0,14,36,29,18,16,4,0,0,27,36,36,36,36,35,10,0,35,36,32,19,25,36,35,4,36,34,3,0,0,25,36,16,36,30,0,0,0,18,36,18,36,30,0,0,0,18,36,18,36,30,0,0,0,18,36,13,35,36,12,0,3,31,36,8,18,36,36,32,35,36,28,0,0,16,34,36,36,24,3,0,0,0,0,5,0,0,0,0
31	11,18,18,18,18,13,1,0,24,36,36,36,36,36,27,1,24,36,6,6,6,18,36,17,24,36,0,0,0,0,36,24,24,36,0,0,0,0,34,24,24,36,0,0,0,0,36,24,24,36,0,0,0,0,35,24,24,36,0,0,0,0,36,24,24,36,0,0,0,0,34,25,24,36,0,0,0,0,33,28,24,36,0,0,0,0,30,30,24,36,0,0,0,0,30,30,24,36,0,0,0,0,34,24,24,36,7,6,7,22,36,18,24,36,36,36,36,36,30,2,8,12,12,12,12,12,1,0
32	0,0,0,4,25,10,0,0,0,0,4,33,35,12,0,0,0,1,29,35,10,0,0,0,0,17,36,17,0,0,0,0,2,34,30,0,0,0,0,0,14,36,27,18,16,3,0,0,25,36,36,36,36,34,9,0,31,36,23,3,11,33,32,1,36,29,0,0,0,14,36,10,36,24,0,0,0,7,36,12,36,20,0,0,0,8,36,12,36,23,0,0,0,12,36,12,31,32,3,0,0,23,36,5,13,36,34,24,30,36,23,0,0,14,33,36,35,22,1,0,0,0,0,6,1,0,0,0
33	10,17,14,6,0,2,10,5,24,36,36,35,25,17,21,1,24,36,7,6,6,22,36,16,24,36,0,0,0,1,36,25,24,36,0,0,0,0,36,24,24,36,0,0,0,0,36,24,24,36,0,0,0,0,36,25,24,36,0,0,0,0,36,26,28,36,0,0,0,0,36,28,30,36,0,0,0,0,36,27,30,36,0,0,0,0,36,25,30,36,0,0,0,0,36,25,30,36,0,0,0,2,36,24,30,36,10,10,11,26,36,14,30,36,36,36,36,36,25,0,10,12,12,12,12,10,0,0
34	4,30,30,30,30,30,30,25,6,36,36,36,35,36,36,30,6,36,24,0,0,0,0,0,3,36,22,0,0,0,0,0,0,36,24,0,0,0,0,0,4,36,26,10,12,7,0,0,6,36,36,36,36,36,19,0,3,33,36,22,16,32,36,11,0,0,5,0,0,7,36,27,0,0,0,0,0,0,31,30,0,0,0,0,0,0,26,30,11,28,6,0,0,0,32,30,12,36,17,0,0,5,36,28,2,34,35,17,13,30,36,15,0,10,35,36,36,36,26,1,0,0,4,12,12,10,0,0
35	0,0,0,0,14,24,1,0,0,0,0,15,36,35,7,0,0,0,10,36,33,7,0,0,0,1,32,36,10,0,0,0,0,14,36,20,0,0,0,0,0,29,36,14,17,9,0,0,4,36,36,36,36,36,25,1,12,36,36,22,16,30,36,17,18,36,19,0,0,1,32,30,18,36,9,0,0,0,24,30,18,36,11,0,0,0,24,30,18,36,8,0,0,0,24,30,15,36,19,0,0,1,32,30,2,33,36,24,17,28,36,17,0,8,33,36,36,36,23,1,0,0,2,11,12,6,0,0
36	11,24,24,24,24,24,24,11,18,36,35,30,30,30,30,15,18,36,6,0,0,0,0,0,18,36,6,0,0,0,0,0,18,36,6,0,0,0,0,0,18,36,16,16,13,2,0,0,18,36,36,36,36,33,8,0,12,31,27,8,13,35,32,0,0,0,0,0,0,18,36,9,0,0,0,0,0,8,36,12,1,3,0,0,0,6,36,14,34,27,0,0,0,13,36,11,26,35,6,0,0,26,36,3,9,36,34,24,30,36,22,0,0,11,31,36,35,20,1,0,0,0,0,0,0,0,0,0
37	24,30,33,34,30,27,26,4,30,36,30,30,30,30,30,7,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,34,21,30,28,15,0,0,32,36,36,31,34,36,24,0,16,28,11,0,2,28,36,4,0,0,0,0,0,13,36,12,0,0,0,0,0,12,36,12,0,0,0,0,0,12,36,12,28,24,0,0,0,12,36,12,34,34,3,0,1,27,36,4,16,36,34,24,31,36,22,0,0,16,32,36,33,19,1,0,0,0,0,0,0,0,0,0
38	17,24,23,19,16,2,0,0,36,36,36,36,36,33,10,0,32,27,6,6,12,33,33,2,30,24,0,0,0,13,36,11,30,24,0,0,0,7,36,15,30,24,0,0,0,19,36,10,30,31,18,18,24,36,28,0,30,36,36,36,36,36,18,0,30,28,6,6,8,29,36,6,30,24,0,0,0,8,36,14,30,24,0,0,0,6,36,18,30,25,0,0,0,6,36,18,30,28,0,0,0,9,36,16,30,33,18,18,18,32,35,5,30,36,36,36,36,34,11,0,4,6,6,6,6,1,0,0
39	0,0,14,18,13,2,0,0,3,28,36,36,36,32,6,0,25,36,17,3,7,30,29,0,36,26,0,0,0,14,36,7,36,20,0,0,0,12,36,12,36,22,0,0,0,12,36,12,36,19,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,33,30,1,0,0,16,36,5,17,36,27,13,20,35,26,0,0,18,35,36,36,26,3,0,0,0,1,6,3,0,0,0
40	19,24,24,24,24,15,1,0,30,36,36,36,36,36,30,1,30,36,6,6,6,22,36,18,30,36,0,0,0,1,36,27,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,26,36,0,0,0,0,36,30,24,36,0,0,0,5,36,26,24,36,26,24,24,34,36,14,24,36,36,36,36,35,17,0,3,6,6,6,6,2,0,0
41	23,36,36,36,31,27,8,0,24,36,31,30,31,36,35,8,23,36,1,0,0,8,35,26,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,19,36,2,0,0,0,30,30,22,36,6,0,0,0,30,30,21,36,6,0,0,0,30,30,18,36,6,0,0,0,32,30,18,36,16,12,12,21,36,23,18,36,36,36,36,36,31,3,2,10,12,12,12,12,2,0
42	0,0,0,0,5,15,0,0,0,0,0,6,33,36,8,0,0,0,3,33,36,15,0,0,0,0,26,36,15,0,0,0,0,9,36,25,0,0,0,0,0,26,36,6,0,0,0,0,2,36,36,33,36,31,13,0,10,36,36,30,25,34,36,11,13,36,23,0,0,6,34,28,18,36,8,0,0,0,25,30,18,36,6,0,0,0,24,30,18,36,6,0,0,0,24,30,12,36,13,0,0,0,30,30,3,35,33,12,7,23,36,18,0,10,34,36,36,36,25,1,0,0,3,12,12,8,0,0
43	8,36,36,36,31,30,30,14,12,36,33,30,30,30,29,11,12,36,10,0,0,0,0,0,12,36,6,0,0,0,0,0,12,36,7,0,0,0,0,0,13,36,21,27,29,20,3,0,18,36,36,35,34,36,30,1,7,27,24,2,0,19,36,14,0,0,0,0,0,0,34,23,0,0,0,0,0,0,33,24,0,0,0,0,0,0,32,24,8,23,0,0,0,0,33,18,19,36,9,0,0,6,36,16,6,35,34,16,11,30,35,5,0,13,35,36,36,35,14,3,0,0,3,12,12,3,0,8
44	0,0,0,17,18,0,0,0,0,0,2,36,36,5,0,0,0,0,9,36,36,13,0,0,0,0,16,36,36,19,0,0,0,0,22,36,36,26,0,0,0,0,29,34,32,33,0,0,0,0,36,25,21,36,3,0,0,7,36,17,14,36,10,0,0,14,36,10,7,36,18,0,0,20,36,3,0,35,25,0,0,27,34,0,0,30,32,0,0,35,36,36,36,36,36,2,5,36,33,30,30,33,36,10,13,36,13,0,0,9,36,16,20,36,7,0,0,4,36,23,8,12,1,0,0,0,12,10
45	0,0,8,18,18,9,0,0,0,20,36,36,36,36,24,0,11,36,30,11,9,28,36,15,23,36,8,0,0,4,36,27,24,36,1,0,0,0,35,30,24,36,0,0,0,0,35,30,24,36,2,0,0,0,36,30,24,36,6,0,0,0,36,30,24,36,6,0,0,0,35,30,24,36,6,0,0,0,31,30,24,36,0,0,0,0,32,30,24,36,0,0,0,0,31,30,22,36,13,0,0,4,36,27,9,36,35,18,15,31,36,12,0,15,35,36,36,36,19,0,0,0,5,12,12,6,0,0
46	8,18,15,18,18,18,18,4,20,36,36,36,36,36,36,13,21,36,9,6,8,12,12,4,23,36,0,0,0,0,0,0,19,36,0,0,0,0,0,0,19,36,11,17,17,8,0,0,24,36,36,36,36,36,21,0,18,36,30,11,13,31,36,13,0,3,2,0,0,7,36,25,0,0,0,0,0,0,36,27,0,0,0,0,0,0,36,24,12,23,0,0,0,0,36,24,26,36,9,0,0,5,36,23,12,36,31,13,13,30,36,11,0,20,36,36,36,36,19,0,0,0,8,12,12,6,0,0
47	6,36,36,36,36,36,36,29,6,36,32,24,24,24,24,20,6,36,18,0,0,0,0,0,6,36,18,0,0,0,0,0,6,36,18,0,0,0,0,0,6,36,25,17,18,9,0,0,6,36,36,36,36,36,20,0,3,29,35,16,13,30,36,12,0,0,3,0,0,4,36,25,0,0,0,0,0,0,28,30,0,0,0,0,0,0,24,30,13,34,8,0,0,0,29,30,9,36,22,0,0,4,36,26,0,31,36,22,18,31,36,12,0,6,32,36,36,36,20,0,0,0,2,12,12,7,0,0
48	0,0,0,0,10,14,0,0,0,0,0,10,35,36,8,0,0,0,7,35,35,13,0,0,0,1,31,36,13,0,0,0,0,17,36,24,0,0,0,0,0,32,36,12,16,3,0,0,9,36,36,36,36,34,14,0,16,36,36,29,26,35,36,12,23,36,22,0,0,10,36,28,24,36,7,0,0,0,31,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,21,36,14,0,0,2,34,30,7,36,35,16,13,28,36,23,0,15,36,36,36,36,26,2,0,0,6,12,12,10,0,0
49	0,24,24,24,24,24,24,20,0,36,36,36,36,36,36,30,0,36,25,0,0,0,0,0,3,36,24,0,0,0,0,0,6,36,24,0,0,0,0,0,6,36,26,7,11,3,0,0,6,36,36,36,36,36,19,0,5,36,36,23,19,33,36,13,0,2,9,0,0,7,36,26,0,0,0,0,0,0,31,30,0,0,0,0,0,0,29,30,14,33,7,0,0,0,30,30,14,36,20,0,0,3,35,27,2,34,35,19,13,29,36,11,0,10,34,36,36,36,20,0,0,0,3,12,12,6,0,0
50	0,0,0,1,24,20,0,0,0,0,1,28,36,36,8,0,0,0,24,36,35,11,0,0,0,13,36,36,10,0,0,0,0,31,36,19,0,0,0,0,9,36,36,19,18,7,0,0,20,36,36,36,36,36,20,0,27,36,35,23,23,35,36,15,31,36,13,0,0,12,36,27,36,36,0,0,0,0,36,30,36,36,0,0,0,0,36,30,36,36,2,0,0,1,36,30,28,36,16,0,0,17,36,26,11,36,36,26,25,36,36,11,0,18,36,36,36,35,15,0,0,0,4,12,12,3,0,0
51	0,3,20,32,33,24,5,0,1,30,36,36,36,36,33,3,12,36,28,4,1,25,36,18,18,36,13,0,0,7,36,24,18,36,12,0,0,6,36,24,15,36,23,0,0,19,36,19,2,32,36,28,29,36,34,4,1,29,36,36,36,36,31,2,14,36,30,8,7,26,36,18,24,36,11,0,0,5,36,29,24,36,4,0,0,0,36,30,24,36,5,0,0,2,36,30,19,36,17,0,0,17,36,24,4,35,36,26,28,36,36,9,0,10,32,36,36,34,14,0,0,0,1,8,9,1,0,0
52	0,0,0,0,14,3,0,0,0,0,0,21,36,29,0,0,0,0,18,36,31,7,0,0,0,8,36,32,3,0,0,0,0,30,36,9,0,0,0,0,10,36,24,4,2,0,0,0,22,36,36,36,36,25,3,0,31,36,34,24,29,36,30,2,36,35,6,0,0,23,36,15,36,26,0,0,0,7,36,24,36,24,0,0,0,6,36,24,36,25,0,0,0,6,36,24,34,33,2,0,0,16,36,18,20,36,29,15,22,35,35,6,1,25,36,36,36,34,10,0,0,0,9,12,12,3,0,0
53	0,0,9,21,24,14,1,0,0,19,36,36,36,36,26,1,7,36,33,14,13,30,36,18,20,36,11,0,0,8,36,27,24,36,6,0,0,1,36,30,21,36,10,0,0,8,36,23,7,36,31,13,11,31,36,11,0,22,36,36,36,36,25,0,8,35,34,20,20,34,36,9,23,36,10,0,0,10,36,24,30,34,0,0,0,0,36,30,30,32,0,0,0,0,36,30,28,36,3,0,0,6,36,26,18,36,27,8,10,30,36,14,1,27,36,36,36,36,25,0,0,1,11,12,12,10,0,0
54	12,4,11,28,26,21,4,0,0,20,36,36,36,36,33,5,8,36,30,4,1,18,36,24,18,36,9,0,0,0,32,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,33,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,21,36,12,0,0,3,34,28,7,36,34,20,18,31,36,14,0,15,36,36,36,36,20,0,0,0,6,12,12,6,0,0
