35       0,0,0,0,14,24,1,0,0,0,0,15,36,35,7,0,0,0,10,36,33,7,0,0,0,1,32,36,10,0,0,0,0,14,36,20,0,0,0,0,0,29,36,14,12,9,0,0,4,36,36,36,36,36,25,1,12,36,36,22,16,30,36,17,18,36,19,0,0,1,32,30,18,36,9,0,0,0,24,30,18,36,12,0,0,0,24,30,18,36,9,0,0,0,24,30,15,36,19,0,0,1,32,30,2,33,36,24,18,28,36,17,0,8,33,36,36,36,23,1,0,0,2,11,12,6,0,0
36       11,24,24,24,27,24,24,11,18,36,36,30,30,30,30,16,18,36,6,0,0,0,0,0,18,36,6,0,0,0,0,0,18,36,6,0,0,0,0,0,18,36,16,16,13,2,0,0,18,36,36,36,36,33,8,0,11,32,27,8,13,35,32,0,0,0,0,0,0,18,36,9,0,0,0,0,0,8,36,12,1,3,0,0,0,6,36,13,34,27,0,0,0,12,36,11,25,35,6,0,0,26,36,3,9,35,34,24,30,36,22,0,0,10,31,36,35,20,1,0,0,0,0,0,0,0,0,0
37       24,32,34,34,30,28,27,3,30,36,31,30,31,32,30,7,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,30,0,0,0,0,0,0,30,34,21,30,28,15,0,0,33,36,36,31,34,36,24,0,16,28,11,0,2,28,36,4,0,0,0,0,0,13,36,12,0,0,0,0,0,12,36,12,0,0,0,0,0,12,36,12,28,23,0,0,0,12,36,12,34,34,3,0,1,27,36,3,16,36,34,24,31,36,22,0,0,15,31,36,33,18,1,0,0,0,0,0,0,0,0,0
38       20,24,24,21,16,3,0,0,36,36,36,36,36,33,10,0,32,27,6,6,12,33,33,2,30,24,0,0,0,13,36,12,30,24,0,0,0,7,36,16,30,24,0,0,0,19,36,10,30,31,18,18,25,36,28,0,30,36,36,36,36,36,18,0,30,28,6,6,8,29,36,6,30,24,0,0,0,8,36,14,30,24,0,0,0,6,36,18,30,24,0,0,0,6,36,18,30,28,0,0,0,9,36,16,30,33,18,18,18,32,35,5,30,36,36,36,36,34,10,0,4,6,6,6,6,1,0,0
39       0,0,13,18,13,1,0,0,3,28,36,36,36,31,6,0,24,36,17,3,6,30,29,0,36,26,0,0,0,13,36,7,36,18,0,0,0,12,36,12,36,20,0,0,0,12,36,12,36,19,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,36,24,0,0,0,12,36,12,33,30,1,0,0,16,36,6,17,36,27,13,20,35,27,0,0,19,35,36,36,26,3,0,0,0,1,6,3,0,0,0
40       19,24,24,24,24,15,1,0,30,36,36,36,36,36,30,2,30,36,6,6,6,22,36,18,30,36,0,0,0,1,36,27,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,30,36,0,0,0,0,36,30,26,36,0,0,0,0,36,30,24,36,0,0,0,5,36,26,24,36,26,24,24,34,36,12,24,36,36,36,36,35,17,0,3,6,6,6,6,2,0,0
41       23,36,36,36,29,26,8,0,24,36,31,30,31,36,35,8,23,36,1,0,0,8,35,26,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,18,36,0,0,0,0,30,30,19,36,2,0,0,0,30,30,23,36,6,0,0,0,30,30,21,36,6,0,0,0,30,30,18,36,6,0,0,0,32,30,18,36,16,12,12,21,36,23,18,36,36,36,36,36,30,3,2,10,12,12,12,12,2,0
42       0,0,0,0,5,15,0,0,0,0,0,6,33,36,7,0,0,0,3,33,36,15,0,0,0,0,26,36,15,0,0,0,0,9,36,25,0,0,0,0,0,26,36,6,0,0,0,0,2,36,36,33,36,31,13,0,10,36,36,30,25,34,36,11,13,36,23,0,0,6,34,28,18,36,8,0,0,0,25,30,18,36,6,0,0,0,24,30,18,36,6,0,0,0,24,30,12,36,13,0,0,0,30,30,3,35,33,12,7,23,36,18,0,10,34,36,36,36,25,1,0,0,3,12,12,8,0,0
43       8,36,36,36,31,30,30,14,12,36,33,30,30,30,29,11,12,36,10,0,0,0,0,0,12,36,6,0,0,0,0,0,12,36,7,0,0,0,0,0,13,36,21,27,29,20,3,0,18,36,36,35,34,36,30,1,6,27,24,2,0,19,36,14,0,0,0,0,0,0,34,24,0,0,0,0,0,0,35,24,0,0,0,0,0,0,34,24,8,23,0,0,0,0,33,18,20,36,10,0,0,6,36,16,6,35,34,16,12,30,35,5,0,13,35,36,36,35,15,3,0,0,3,12,12,3,0,7
44       0,0,0,17,17,0,0,0,0,0,2,36,36,5,0,0,0,0,9,36,36,13,0,0,0,0,16,36,36,19,0,0,0,0,22,36,36,26,0,0,0,0,29,34,32,33,0,0,0,0,36,25,21,36,3,0,0,7,36,17,15,36,10,0,0,14,36,10,7,36,18,0,0,20,36,3,0,35,25,0,0,27,34,0,0,30,32,0,0,35,36,36,36,36,36,2,5,36,33,30,30,32,36,10,12,36,13,0,0,9,36,16,20,36,7,0,0,4,36,23,8,12,1,0,0,0,12,10
45       0,0,9,18,18,9,0,0,0,20,36,36,36,36,25,0,11,36,30,11,9,28,36,15,23,36,8,0,0,4,36,28,24,36,1,0,0,0,36,30,24,36,0,0,0,0,36,30,24,36,4,0,0,0,36,30,26,36,6,0,0,0,36,30,24,36,6,0,0,0,33,30,24,36,6,0,0,0,30,30,24,36,0,0,0,0,31,30,24,36,0,0,0,0,31,30,22,36,13,0,0,4,36,27,9,36,35,18,14,31,36,12,0,15,35,36,36,36,19,0,0,0,5,12,12,6,0,0
46       8,18,16,18,18,18,18,3,21,36,36,36,36,36,36,16,23,36,9,6,9,12,12,3,24,36,0,0,0,0,0,0,21,36,0,0,0,0,0,0,20,36,11,17,17,8,0,0,24,36,36,36,36,36,21,0,17,36,30,11,13,31,36,13,0,3,2,0,0,7,36,25,0,0,0,0,0,0,36,27,0,0,0,0,0,0,36,24,12,23,0,0,0,0,36,24,26,36,9,0,0,4,36,23,12,36,31,11,13,30,36,11,0,20,36,36,36,36,19,0,0,0,7,12,12,6,0,0
47       6,36,36,36,36,36,36,29,6,36,33,24,24,24,24,20,6,36,18,0,0,0,0,0,6,36,18,0,0,0,0,0,6,36,18,0,0,0,0,0,6,36,25,18,18,9,0,0,6,36,36,36,36,36,20,0,3,30,35,16,13,29,36,12,0,0,2,0,0,4,36,25,0,0,0,0,0,0,28,30,0,0,0,0,0,0,24,30,12,34,8,0,0,0,29,30,8,36,22,0,0,4,36,26,0,30,36,21,15,31,36,12,0,6,32,36,36,36,20,0,0,0,2,11,12,7,0,0
48       0,0,0,0,10,14,0,0,0,0,0,10,35,36,8,0,0,0,8,35,35,12,0,0,0,1,31,36,13,0,0,0,0,17,36,24,0,0,0,0,0,32,36,10,6,2,0,0,9,36,36,36,36,34,14,0,16,36,36,29,26,35,36,12,22,36,22,0,0,10,36,28,24,36,7,0,0,0,31,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,21,36,14,0,0,2,34,30,7,36,35,16,13,28,36,23,0,15,36,36,36,36,26,1,0,0,6,12,12,10,0,0
49       0,23,24,24,24,24,24,20,0,36,36,36,36,36,36,30,3,36,25,0,0,0,0,0,6,36,24,0,0,0,0,0,6,36,24,0,0,0,0,0,6,36,26,7,11,4,0,0,6,36,36,36,36,36,20,0,4,35,36,23,19,32,36,13,0,2,8,0,0,6,36,26,0,0,0,0,0,0,31,30,0,0,0,0,0,0,26,30,14,33,7,0,0,0,30,30,13,36,19,0,0,3,35,26,2,34,35,19,13,28,36,11,0,10,34,36,36,36,19,0,0,0,3,12,12,6,0,0
50       0,0,0,1,24,20,0,0,0,0,1,28,36,36,8,0,0,0,24,36,35,11,0,0,0,13,36,36,10,0,0,0,0,31,36,19,0,0,0,0,9,36,36,19,18,7,0,0,20,36,36,36,36,36,20,0,27,36,35,23,23,35,36,14,30,36,13,0,0,12,36,27,36,36,0,0,0,0,36,30,36,36,0,0,0,0,36,30,36,36,2,0,0,1,36,30,28,36,15,0,0,17,36,25,11,36,36,25,25,36,36,11,0,18,35,36,36,35,15,0,0,0,3,12,12,3,0,0
51       0,3,20,32,33,24,5,0,1,30,36,36,36,36,33,3,12,36,28,4,1,25,36,18,18,36,13,0,0,7,36,24,18,36,12,0,0,6,36,24,15,36,22,0,0,18,36,19,1,32,36,28,28,36,34,4,1,28,36,36,36,36,31,2,14,36,30,8,7,26,36,18,24,36,11,0,0,5,36,29,24,36,4,0,0,0,36,30,24,36,5,0,0,2,36,30,19,36,17,0,0,17,36,24,4,35,36,26,27,36,36,9,0,10,32,36,36,34,14,0,0,0,1,8,9,1,0,0
52       0,0,0,0,14,3,0,0,0,0,0,21,36,29,0,0,0,0,18,36,32,7,0,0,0,8,36,32,3,0,0,0,0,30,36,9,0,0,0,0,11,36,26,4,2,0,0,0,22,36,36,36,36,25,3,0,31,36,34,24,29,36,30,2,36,35,6,0,0,22,36,15,36,26,0,0,0,7,36,23,36,24,0,0,0,6,36,24,36,25,0,0,0,6,36,24,34,33,2,0,0,16,36,18,20,36,29,15,22,35,35,6,1,25,36,36,36,34,10,0,0,0,8,12,12,3,0,0
53       0,0,10,21,24,14,1,0,0,19,36,36,36,36,26,1,7,36,33,14,13,30,36,18,20,36,11,0,0,8,36,27,24,36,6,0,0,1,36,30,21,36,10,0,0,8,36,24,7,36,32,13,11,31,36,11,0,22,36,36,36,36,25,0,8,35,34,20,20,34,35,8,23,36,10,0,0,10,36,24,30,34,0,0,0,0,36,30,30,31,0,0,0,0,36,30,28,36,3,0,0,6,36,26,17,36,27,8,10,30,36,14,1,26,36,36,36,36,25,0,0,1,11,12,12,10,0,0
54       12,3,11,28,26,20,4,0,0,20,36,36,36,36,33,5,8,36,30,4,1,18,36,24,18,36,9,0,0,0,32,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,33,6,0,0,0,30,30,24,36,6,0,0,0,30,30,24,36,6,0,0,0,30,30,21,36,12,0,0,3,34,28,7,36,34,20,18,31,36,13,0,15,36,36,36,36,20,0,0,0,6,12,12,6,0,0
