70       0,0,12,11,0,0,0,0,52,57,0,0,0,2,64,64,3,0,0,14,64,64,18,0,0,26,57,54,29,0,0,38,40,39,44,0,0,49,27,24,55,0,0,61,13,10,64,4,11,64,45,44,64,16,22,59,32,32,57,30,37,41,0,0,39,41,15,11,0,0,11,17
71       0,3,23,23,7,0,8,57,60,60,61,7,35,49,2,3,55,34,40,36,0,0,41,39,32,55,3,4,58,25,3,61,60,61,59,1,26,58,21,22,61,23,47,31,0,0,40,42,54,27,0,0,35,45,42,45,2,4,56,26,7,57,59,62,48,2,0,3,16,13,0,0
72       0,12,31,25,3,0,27,63,49,59,48,1,62,20,0,5,60,13,64,8,0,0,56,24,64,8,0,0,56,23,64,2,0,0,56,22,64,5,0,0,56,16,64,0,0,0,57,15,64,3,0,0,60,15,60,37,9,31,60,3,18,59,64,56,14,0,0,1,7,0,0,0
73       5,8,8,6,0,0,48,64,64,64,48,6,48,44,8,16,55,46,48,40,0,0,27,56,47,40,0,0,42,53,47,59,48,53,64,21,48,53,32,36,61,44,48,40,0,0,29,56,48,40,0,0,24,56,43,40,0,0,28,56,41,53,32,38,61,35,20,32,32,32,26,1
74       0,0,6,9,0,0,3,45,64,64,51,6,36,59,15,13,55,46,49,41,0,0,34,56,54,40,0,0,33,56,51,40,0,0,32,56,51,36,0,0,34,56,54,33,0,0,32,56,54,32,0,0,32,52,49,43,0,1,48,44,20,63,51,54,61,12,0,13,32,30,8,0
75       0,0,1,24,1,0,0,1,43,64,23,0,0,30,64,29,0,0,5,61,39,0,0,0,30,64,32,22,4,0,45,64,63,64,57,8,54,48,4,7,56,41,60,26,0,0,36,55,60,26,0,0,32,56,54,39,0,0,45,47,22,64,45,50,64,20,0,19,32,32,15,0
76       22,32,32,32,32,12,56,60,56,56,56,24,56,25,0,0,0,0,56,26,0,0,0,0,56,50,47,43,18,0,53,63,38,45,64,17,2,10,0,0,48,43,0,0,0,0,40,48,12,5,0,0,40,48,57,32,0,1,50,37,24,64,45,52,59,10,0,18,32,30,7,0
77       0,18,29,27,5,0,19,64,52,57,58,5,49,44,0,3,60,27,56,32,0,0,56,32,42,50,2,11,63,20,12,64,61,64,56,0,40,58,22,29,64,16,57,32,0,0,50,37,56,24,0,0,40,40,50,38,0,3,55,27,17,63,49,56,56,4,0,12,32,27,4,0
78       0,0,23,23,0,0,0,0,58,58,0,0,0,6,64,64,6,0,0,18,63,64,20,0,0,30,45,47,31,0,0,42,31,35,44,0,0,53,19,22,56,0,4,64,9,12,64,6,13,64,58,58,64,20,21,37,9,8,53,31,31,31,0,0,37,44,3,3,0,0,3,5
79       0,0,27,29,0,0,0,0,57,60,0,0,0,4,64,64,7,0,0,20,64,64,20,0,0,30,55,51,33,0,0,44,40,36,45,0,0,54,29,22,57,0,3,64,17,10,64,5,13,64,54,51,64,18,23,58,24,24,54,30,36,44,0,0,39,44,14,7,0,0,9,17
80       0,19,43,39,10,0,18,63,40,49,60,7,45,39,0,1,58,32,59,34,0,0,52,32,34,54,9,18,63,14,8,64,64,64,52,0,42,51,7,16,62,21,62,26,0,0,42,39,59,24,0,0,45,36,42,45,2,14,53,20,8,53,64,63,42,0,0,1,13,11,0,0
81       46,56,51,50,10,0,64,36,24,36,61,7,64,14,0,0,50,28,64,16,0,0,56,33,64,13,0,0,50,29,64,12,0,0,56,30,64,9,0,0,49,30,64,9,0,0,52,24,64,10,0,0,54,22,64,9,0,5,62,24,64,56,51,62,56,4,29,32,31,23,4,0
82       54,53,52,41,5,0,64,28,24,50,48,0,62,1,0,3,60,13,62,2,0,1,62,26,64,24,17,43,59,6,64,64,64,64,43,0,64,12,5,20,64,15,64,4,0,0,64,22,62,0,0,0,56,22,63,2,0,5,61,16,64,52,48,57,53,0,30,32,32,26,5,0
83       0,0,15,42,0,0,0,14,63,35,0,0,5,60,44,0,0,0,33,60,5,0,0,0,55,61,47,43,6,0,64,59,40,56,53,1,64,11,0,6,61,16,64,0,0,0,58,20,64,2,0,0,57,18,64,21,0,12,64,9,35,64,55,63,45,0,0,18,32,21,1,0
84       0,0,19,34,0,0,0,12,62,41,0,0,5,53,41,1,0,0,28,59,4,0,0,0,49,62,48,41,7,0,64,57,40,55,56,3,64,10,0,4,58,17,61,0,0,0,51,26,61,0,0,0,50,22,63,18,0,9,61,14,32,63,53,63,41,0,0,15,31,20,1,0
85       56,59,62,59,59,8,61,28,16,17,16,1,64,15,0,0,0,0,62,20,11,5,0,0,61,64,64,62,33,0,32,41,12,26,64,20,0,0,0,0,51,34,0,0,0,0,47,32,32,7,0,0,46,32,56,37,0,10,60,14,19,63,63,64,48,2,0,7,23,17,1,0
86       0,16,39,37,10,0,16,63,55,59,61,7,43,46,0,3,56,33,48,34,0,0,48,39,40,53,6,13,60,23,6,64,64,64,55,0,40,57,22,27,63,23,58,29,0,0,44,45,62,24,0,0,40,46,50,43,1,6,58,30,16,63,59,63,54,4,0,9,28,22,3,0
87       0,1,21,37,10,0,16,60,52,56,61,8,45,41,0,3,59,30,48,31,0,0,48,32,38,53,6,14,62,19,7,64,64,64,55,0,41,53,18,26,63,21,58,23,0,0,46,39,61,18,0,0,43,40,51,40,1,7,59,26,16,62,58,62,49,2,0,9,24,19,1,0
88       0,0,0,16,0,0,0,0,36,64,14,0,0,30,63,19,0,0,9,62,26,0,0,0,37,63,27,26,6,0,58,64,58,63,58,5,64,30,0,11,62,28,64,9,0,0,53,32,64,12,0,0,56,32,62,34,1,11,62,22,30,64,58,63,43,1,0,16,30,17,1,0
89       52,64,43,32,34,7,64,47,40,40,40,9,64,22,0,0,0,0,64,24,4,2,0,0,64,60,64,60,29,0,42,47,13,27,63,17,0,0,0,0,49,31,0,0,0,0,48,32,44,16,0,0,49,32,51,51,13,26,63,18,10,54,64,61,33,0,0,0,7,3,0,0
90       0,0,13,25,0,0,0,13,61,45,1,0,2,56,45,1,0,0,28,61,5,0,0,0,52,61,48,43,12,0,64,56,31,46,61,6,64,15,0,1,59,24,64,8,0,0,55,24,64,15,0,0,58,23,55,49,17,38,61,6,10,49,64,51,17,0,0,0,0,0,0,0
91       33,48,48,48,48,29,48,54,33,38,40,22,48,37,0,0,0,0,49,39,2,2,0,0,54,62,62,63,39,2,44,59,28,32,64,34,0,1,0,0,43,54,0,0,0,0,35,53,26,15,0,0,37,48,58,48,1,1,51,41,26,64,59,59,58,9,0,16,31,28,5,0
92       51,52,52,58,56,18,64,40,32,40,63,15,64,8,0,0,45,37,64,16,0,0,40,40,64,16,0,0,40,40,64,16,0,0,41,40,64,16,0,0,40,40,64,16,0,0,40,40,64,16,0,0,40,40,64,17,0,7,54,36,64,64,62,62,58,8,13,16,22,22,5,0
93       37,40,41,40,47,12,63,50,40,40,47,17,64,18,0,0,0,0,64,24,0,0,0,0,64,59,64,58,30,0,48,54,23,34,64,21,0,1,0,0,45,39,0,0,0,0,40,40,41,9,0,0,40,40,56,37,1,10,58,33,18,61,59,63,54,5,0,7,31,27,4,0
94       0,0,3,34,4,0,0,1,48,63,22,0,0,32,63,20,0,0,7,62,32,0,0,0,33,64,43,37,14,0,50,64,52,54,63,16,56,43,0,1,49,44,63,24,0,0,33,54,58,26,0,0,33,51,50,47,1,6,54,43,14,61,60,62,60,12,0,7,31,28,5,0
95       0,0,3,36,6,0,0,1,47,63,22,0,0,32,64,21,0,0,6,63,34,0,0,0,31,64,45,32,10,0,48,64,53,53,61,13,56,42,0,1,49,46,57,25,0,0,33,54,56,28,0,0,34,52,47,47,1,6,52,41,13,61,59,60,58,10,0,6,27,26,6,0
