11       11,13,19,22,26,28,30,32,33,35,37,38,31,28,27,26,25,24,23,22,21,22,22,21,21,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,21,21,21,21,21,22,22,21,21,21,21,21,23,22,24,26,27,29,31,39,37,37,35,33,31,29,25,23,0,0,31,61,67,70,74,77,79,81,83,85,86,38,31,28,26,24,23,23,22,21,21,21,21,21,21,21,21,22,22,22,24,26,27,30,36,87,85,84,82,79,77,75,72,69,67
12       9,7,4,24,28,29,31,33,36,38,40,41,41,28,23,23,22,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,21,20,23,24,42,41,41,40,39,38,38,35,33,30,0,0,1,71,88,89,89,88,88,89,89,89,89,24,21,21,20,20,20,20,20,20,20,20,20,20,21,22,23,23,24,24,22,22,22,21,23,27,81,81,79,78,76,75,72,68,64
13       0,0,0,11,18,21,25,28,31,33,33,34,36,36,31,28,25,24,22,22,22,22,21,20,20,20,20,20,20,20,20,21,22,21,22,22,23,25,26,28,35,34,33,31,30,29,32,34,35,36,33,28,25,23,23,22,21,22,21,21,20,21,21,21,20,20,19,19,20,21,21,20,20,20,20,22,21,23,25,25,27,29,37,35,35,33,31,29,25,23,19,15,0,0,4,19,41,51,60,67,74,77,81,81,79,69,55,47,42,40,36,36,33,32,32,31,30,31,31,32,34,35,38,40,42,46,51,59,76,81,80,78,73,68,62,54,47,33,10
14       0,0,0,0,13,18,23,26,30,32,34,35,37,37,31,27,26,24,23,22,22,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,24,26,25,28,31,38,36,34,32,30,28,26,23,19,14,0,0,51,60,65,69,72,75,77,79,80,82,32,28,26,24,23,23,23,22,21,20,20,20,20,20,20,21,21,22,23,24,26,26,27,30,67,80,79,77,75,73,71,67,63,58,40
15       0,0,0,11,17,22,25,28,30,32,33,34,36,36,38,29,28,25,23,24,22,22,22,20,21,21,22,22,22,22,21,21,21,22,22,23,25,26,27,29,37,35,33,31,30,28,30,33,35,37,38,32,29,26,25,24,24,23,23,23,22,22,22,22,21,20,20,20,21,22,22,22,22,22,22,22,23,26,27,28,29,31,38,37,36,34,32,30,28,25,22,18,16,30,47,55,63,68,74,77,81,82,79,71,57,49,44,40,38,37,34,33,33,33,33,33,33,33,35,38,39,43,47,47,52,59,81,82,80,77,72,68,64,58,50,40,23,0,0
16       0,0,0,1,27,33,34,35,36,37,38,39,40,27,24,22,21,20,20,21,20,20,19,19,19,18,18,18,18,18,19,19,19,20,20,20,19,20,21,23,25,34,39,38,37,38,38,39,40,41,38,24,22,22,20,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,21,22,23,25,26,41,41,40,39,38,37,36,0,0,3,87,88,88,88,88,88,88,88,88,63,31,27,26,26,25,24,24,25,25,25,25,26,26,26,28,27,28,29,30,34,35,39,44,49,59,84,82,79,74,70,64,56,50,46
17       0,0,0,10,17,21,25,27,29,31,33,35,35,30,26,25,23,22,22,21,20,19,21,22,21,21,20,19,19,19,19,20,20,20,21,20,21,21,22,22,26,31,31,29,29,29,29,31,33,34,29,25,23,22,22,20,20,20,19,20,19,20,20,19,19,19,19,19,19,19,20,20,20,20,20,21,21,21,21,22,24,24,27,29,36,34,32,30,28,26,23,21,0,0,0,21,40,51,58,65,70,74,80,82,77,58,49,44,39,35,32,31,30,28,27,27,26,26,27,27,29,31,31,35,39,42,49,60,71,83,81,75,71,67,61,54,44,25,21
18       2,4,9,29,31,33,34,35,37,38,38,39,36,25,23,23,22,21,20,20,20,20,20,19,20,20,20,20,19,19,19,20,21,21,22,22,22,23,23,27,38,39,39,38,38,38,39,40,40,41,28,24,22,22,21,21,20,20,19,19,19,19,19,20,20,19,19,19,19,19,19,20,20,20,20,19,20,20,21,21,22,23,25,28,42,41,40,40,39,38,37,36,0,0,0,87,89,89,89,89,89,89,89,89,82,34,30,28,28,27,29,31,31,30,29,28,28,28,28,28,29,32,32,34,38,39,42,46,53,74,84,83,81,75,70,63,58,49,45
19       0,0,8,14,20,23,26,28,31,33,35,36,35,29,25,25,23,23,23,22,21,21,21,21,21,20,17,14,11,11,12,12,12,11,12,12,12,12,12,12,13,12,12,13,12,12,12,12,13,12,12,13,12,12,13,12,13,12,12,12,12,12,12,12,13,12,12,13,12,12,12,12,13,13,12,12,13,12,13,13,13,14,14,34,45,45,45,45,45,45,45,45,0,0,12,20,24,27,32,34,37,40,42,45,40,40,41,41,42,40,38,37,39,39,39,37,38,38,39,40,38,39,39,40,41,41,42,44,52,49,46,45,42,40,36,33,29,25,22
20       0,0,13,19,22,25,27,29,31,33,34,35,31,26,25,23,23,22,21,20,21,21,22,21,21,21,21,21,23,23,23,22,20,22,22,23,22,24,24,27,32,33,31,31,30,30,31,33,35,37,29,27,24,23,23,22,22,23,22,21,21,21,21,21,20,20,20,20,20,22,22,22,22,22,22,23,22,22,23,25,26,27,32,37,37,35,33,31,29,27,24,22,0,0,12,34,48,56,64,69,73,80,82,84,80,65,51,47,40,36,35,33,32,30,29,28,28,28,29,30,31,33,35,38,42,47,53,67,79,84,82,78,73,68,62,56,44,31,27
21       0,0,0,0,11,16,21,25,28,30,32,34,36,37,33,28,26,24,23,22,22,21,20,20,19,19,18,17,13,9,9,10,10,11,11,12,13,12,13,13,13,13,13,14,13,13,13,13,12,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,12,13,13,12,13,13,12,12,12,12,13,13,13,18,44,44,44,44,44,44,44,44,0,0,0,9,17,21,25,29,32,35,38,40,43,45,43,42,42,41,38,38,38,38,38,37,36,37,37,38,37,39,38,38,38,38,40,39,42,43,51,48,46,44,42,39,38,34,30
22       13,12,7,35,40,38,35,36,38,39,40,41,41,42,26,23,23,22,21,21,21,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,23,24,24,26,43,43,42,41,41,40,39,38,36,35,32,27,0,0,64,87,89,89,89,89,89,89,89,89,89,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,26,26,25,26,29,30,36,87,84,83,84,82,79,76,71,69,63
23       14,12,13,34,28,28,33,37,38,39,40,41,42,24,23,22,21,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,19,19,21,22,23,27,43,42,41,40,39,38,37,35,32,27,0,0,0,12,87,89,89,89,89,89,89,89,89,75,21,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,21,22,21,22,24,25,26,29,87,87,84,81,78,76,76,72,66
24       0,0,0,0,5,7,9,11,13,15,16,17,17,17,16,15,15,15,15,14,14,14,14,13,13,13,13,12,12,12,12,12,11,12,11,12,19,27,29,32,34,35,37,38,39,40,41,33,29,28,25,24,22,22,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,23,24,26,27,30,33,38,36,34,32,30,28,26,22,18,0,0,0,22,32,39,43,49,52,56,59,62,65,68,49,46,46,46,45,42,41,38,37,38,37,36,36,36,36,37,36,36,36,37,35,35,35,37,53,49,47,45,43,41,39,35,31
25       0,0,0,1,5,7,9,12,14,16,17,18,18,17,17,17,16,16,16,15,15,14,14,13,14,13,13,13,13,12,13,12,12,12,13,23,28,30,33,35,36,37,38,39,41,36,31,28,27,25,24,24,23,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,23,23,23,23,25,26,29,32,39,37,36,34,32,30,28,25,21,16,9,0,0,25,32,40,45,48,52,55,58,61,64,67,52,49,46,45,46,46,41,41,41,39,39,37,37,37,38,37,37,35,35,35,33,33,33,37,47,47,45,43,41,39,36,33,29,22,0,0
26       0,0,0,0,0,0,4,7,9,11,13,15,17,18,18,17,17,17,15,15,15,15,14,14,14,14,14,13,13,12,13,12,13,12,12,12,12,22,28,31,33,35,36,37,38,40,41,36,31,28,26,27,25,24,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,24,24,25,26,29,31,39,38,36,34,32,30,27,25,21,15,7,0,24,33,39,44,49,52,55,58,61,64,66,50,48,46,45,46,43,40,40,39,38,38,38,37,37,36,36,35,35,34,34,33,33,34,36,50,46,45,43,41,39,37,33,30,26,18
27       0,0,0,0,0,27,40,41,42,42,41,41,41,41,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,29,33,35,36,37,38,39,40,37,30,27,25,21,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,19,22,22,22,22,23,23,24,25,24,28,29,33,37,35,33,31,29,26,22,19,14,0,0,8,47,52,54,56,57,59,60,62,62,61,38,34,33,32,32,31,30,30,30,28,28,28,29,29,30,30,32,32,32,33,36,36,40,60,59,58,56,54,52,50,44,33,28,21,0,0
28       7,6,28,34,35,34,34,36,37,38,39,40,26,24,22,22,21,20,21,20,21,20,20,20,20,20,19,19,19,19,20,20,20,20,20,22,23,25,40,39,39,38,38,38,39,40,41,42,26,24,22,22,21,20,21,20,20,20,20,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,21,20,21,22,24,38,41,40,39,38,37,36,35,32,29,0,0,0,23,66,87,88,88,88,88,88,88,88,65,53,32,30,30,30,30,30,30,29,29,29,30,30,29,29,31,33,33,35,36,40,43,49,51,63,82,79,76,71,66,62,56,48,40,22
29       0,0,4,7,9,11,13,15,16,17,18,18,18,17,17,17,17,16,15,15,15,15,14,14,14,14,14,13,14,13,14,13,13,14,27,31,33,35,36,38,39,40,41,42,43,38,33,30,28,28,27,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,24,24,25,27,28,28,30,32,35,41,40,38,36,35,33,31,28,25,22,17,10,0,25,34,40,46,49,53,56,59,62,64,66,69,52,51,49,49,48,48,46,44,43,41,40,40,40,40,40,39,40,40,41,41,41,41,57,58,54,49,48,46,44,41,39,36,32,26,16
30       0,0,0,5,8,10,13,15,16,17,18,18,18,16,16,16,16,16,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,23,28,30,33,34,35,37,38,39,40,42,42,36,32,29,28,26,25,25,23,23,23,23,22,23,23,23,23,22,23,23,23,23,23,22,22,22,22,22,23,24,25,27,29,30,35,40,38,37,36,34,32,30,27,24,20,16,4,0,34,40,44,49,53,56,59,62,64,66,67,50,49,48,48,48,46,44,44,42,42,42,40,40,39,38,40,39,39,39,40,39,41,58,55,50,48,46,44,42,39,37,32,27,17,0,0
31       0,0,0,29,33,35,36,38,39,39,40,41,42,25,23,21,20,21,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,19,20,20,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,19,19,19,20,19,19,19,19,20,20,20,21,22,22,23,25,42,41,40,40,39,38,37,35,34,0,0,88,89,89,89,89,89,89,89,89,89,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,21,22,23,25,27,60,84,83,82,80,77,74,72,68,63,9
32       0,2,6,8,11,13,14,15,15,14,13,13,13,13,13,12,12,12,12,12,12,11,12,11,11,11,11,11,11,11,10,11,11,25,28,30,32,34,35,36,38,38,37,31,29,26,25,24,22,21,21,21,20,20,19,19,19,19,19,19,19,19,18,18,19,19,19,19,20,20,20,20,20,21,20,22,23,24,27,30,37,36,34,32,30,28,26,23,20,14,7,0,28,37,43,48,51,55,58,61,64,61,48,45,45,45,44,42,40,39,37,37,36,35,35,34,34,33,33,34,34,31,32,31,31,31,40,49,47,45,43,40,37,33,29,23,0,0,0
33       3,1,0,14,20,21,24,27,35,39,40,41,42,25,22,22,22,21,21,20,21,21,21,20,21,21,21,20,20,20,21,21,20,21,20,20,21,21,21,21,22,22,21,21,21,21,22,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,21,21,20,20,20,21,21,21,21,21,22,21,22,23,24,24,32,42,41,40,40,39,37,36,35,32,0,26,88,89,89,89,89,89,89,89,89,89,21,19,19,19,19,18,18,18,18,19,18,17,16,17,15,14,15,15,15,16,18,21,22,27,85,83,80,80,78,75,73,71,66,62,20
34       0,41,42,42,42,42,42,42,42,42,42,42,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,11,11,23,30,31,32,34,35,36,37,37,38,36,30,26,21,18,12,11,12,11,11,11,10,10,10,10,10,9,9,9,9,10,10,10,14,19,20,22,22,22,21,23,23,22,23,25,26,27,31,37,36,35,33,31,29,27,25,21,17,0,0,0,4,9,44,59,62,64,66,67,68,69,68,64,62,38,37,35,33,34,33,32,32,31,31,31,32,32,34,34,36,36,39,40,44,49,59,62,60,58,56,53,50,46,42,36
35       0,3,6,8,10,12,14,15,16,16,16,16,16,15,14,14,14,13,14,14,13,13,12,13,12,12,12,12,11,11,11,11,11,11,26,30,31,33,35,36,37,38,39,40,39,32,29,26,26,24,23,22,21,20,20,20,19,19,19,20,20,20,20,20,20,20,19,19,19,20,20,20,20,21,22,22,23,25,25,27,31,39,37,35,34,33,31,28,25,22,18,13,0,0,0,27,36,42,47,51,54,59,62,64,67,64,50,48,48,48,45,43,42,41,40,39,38,37,37,38,37,36,37,37,36,35,34,34,34,35,51,50,48,46,44,40,38,34,30
36       0,3,40,42,42,42,42,42,42,42,42,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,27,29,31,32,34,35,35,36,37,32,28,25,21,15,11,11,10,11,10,10,10,10,9,9,9,9,9,10,9,9,9,13,19,20,20,21,20,20,20,21,21,22,23,24,26,30,36,34,33,31,29,27,24,22,18,13,0,0,4,8,11,56,59,61,63,64,65,65,64,61,59,37,35,33,32,32,29,29,29,29,29,29,30,28,31,31,32,32,33,35,37,41,47,57,56,54,51,48,46,42,36,30,9,0,0
37       10,35,41,42,42,42,42,42,43,43,42,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,27,32,34,35,37,38,39,40,41,35,31,26,24,19,15,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,18,20,20,20,20,21,21,23,23,24,26,27,32,37,35,35,33,31,29,25,21,17,11,0,0,12,52,57,58,60,62,64,65,66,66,62,41,37,35,33,32,32,32,32,31,31,31,30,30,30,31,32,32,32,33,34,35,37,40,62,61,59,58,56,52,49,46,39,26,0,0,0
38       0,0,19,27,30,32,34,35,37,38,39,40,40,26,23,21,21,20,19,20,19,19,19,19,19,19,19,19,18,19,19,19,20,20,20,21,21,23,26,39,39,38,37,37,37,38,39,40,41,24,23,21,20,20,19,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,21,21,22,23,42,41,40,39,38,37,36,35,33,29,0,9,87,89,89,89,89,89,89,89,89,42,31,31,31,31,31,31,31,31,30,31,31,30,30,30,31,32,32,34,34,38,40,41,49,56,81,80,78,73,69,63,59,52,42,23,0,0
39       0,0,0,10,16,19,23,25,29,31,33,35,32,25,23,22,22,21,20,20,19,19,20,20,19,19,19,19,19,19,19,19,19,19,20,20,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,20,21,22,23,24,26,32,36,34,32,30,28,25,22,18,10,0,57,62,66,70,72,74,76,78,79,66,28,25,24,24,22,20,20,20,20,19,19,18,18,18,19,20,19,18,19,19,20,21,24,25,79,79,77,75,73,70,67,63,58,51,0,0,0
40       0,0,29,32,34,36,38,39,40,41,42,42,43,25,24,23,23,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,20,21,22,22,24,26,43,42,41,40,40,39,37,36,35,33,29,0,0,65,88,89,89,89,89,89,89,89,89,89,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,23,24,24,27,28,84,82,81,79,78,76,73,70,67,62,53
41       25,27,32,35,37,38,39,40,41,42,42,27,24,22,21,22,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,20,20,21,21,20,21,21,21,21,21,21,20,20,20,20,20,20,20,21,21,22,21,23,24,42,42,41,40,39,38,37,36,34,28,0,0,25,90,91,91,91,91,92,92,92,92,47,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,19,20,21,22,23,23,23,27,29,87,86,84,82,80,78,76,73,69,64
42       0,0,0,4,7,9,11,12,14,15,15,15,15,15,15,14,14,14,14,13,13,13,12,12,12,12,11,12,11,12,11,12,11,12,11,11,23,29,31,33,35,36,37,38,40,40,34,29,27,25,24,22,21,21,21,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,22,21,22,24,25,28,31,37,35,33,31,29,27,23,20,15,0,0,0,20,33,41,47,51,54,57,60,63,66,51,47,46,45,44,42,41,38,38,35,35,34,34,34,34,34,35,35,35,34,34,34,32,33,33,50,48,46,44,42,40,36,32,28
43       19,39,40,41,41,41,41,41,41,40,37,11,10,10,10,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,17,24,31,33,35,36,37,38,39,39,37,30,27,22,21,17,11,10,10,10,10,9,9,9,10,10,10,10,10,10,9,10,10,10,9,8,9,12,16,18,19,19,20,20,21,22,22,23,25,27,31,33,34,33,32,30,28,26,24,21,16,0,0,3,16,51,57,60,61,64,66,68,67,64,46,40,37,34,34,34,34,32,32,32,30,30,29,31,31,32,31,31,33,34,34,38,39,57,63,61,59,57,53,50,46,40,21,4
44       0,0,0,10,12,12,12,13,13,13,14,14,15,15,15,16,16,17,17,17,18,18,18,19,19,19,20,20,21,21,21,22,22,22,21,20,21,20,20,20,20,20,20,20,21,20,20,20,21,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,21,22,35,36,36,36,37,37,37,38,39,39,39,20,21,20,21,20,20,20,21,21,21,21,21,21,22,21,0,0,4,8,14,19,25,29,34,40,45,50,55,54,53,57,62,65,64,60,55,50,45,42,41,43,47,53,57,61,63,65,60,54,53,55,53,48,44,38,33,28,22,18,12,7,2
45       0,0,0,14,18,22,25,29,31,33,35,36,37,34,29,27,25,24,23,23,23,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,23,23,22,22,22,22,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,21,22,22,23,23,23,25,26,27,30,33,38,37,35,33,31,29,26,23,20,15,0,2,57,63,67,70,73,75,77,79,81,82,58,31,28,27,25,25,24,23,22,22,20,20,20,20,20,21,22,22,24,24,24,25,27,30,64,81,81,79,77,75,72,69,65,61,55
46       0,0,0,36,40,41,42,42,42,42,42,43,42,28,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,9,10,9,20,28,33,35,36,37,38,39,40,41,38,33,29,25,21,18,12,11,11,10,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,15,19,20,21,21,22,21,23,23,24,25,26,26,31,35,37,36,34,32,30,27,24,21,16,0,3,36,53,57,59,62,63,64,66,67,66,44,42,37,34,34,32,32,31,31,31,29,29,29,31,31,32,34,33,34,35,36,38,39,42,64,62,61,59,57,55,51,46,39,29,4
47       41,42,42,42,42,42,42,42,42,42,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,23,28,30,31,33,34,35,36,37,38,38,31,26,24,17,13,11,11,10,11,11,10,10,10,10,9,9,9,9,9,9,9,9,13,19,20,21,20,20,22,22,20,22,22,24,24,26,28,33,35,35,33,31,29,27,25,21,19,13,0,0,0,2,7,56,59,62,65,66,67,69,69,68,66,42,39,37,34,34,35,32,32,31,31,31,32,31,32,33,34,34,35,35,38,40,44,53,60,58,56,54,52,48,44,39,31
48       0,0,3,5,7,9,11,13,15,16,17,17,16,16,15,15,14,14,14,13,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,26,29,31,33,35,36,37,38,39,41,41,36,31,29,27,27,25,23,23,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,23,22,24,25,26,28,30,33,39,38,36,34,32,30,28,26,22,18,0,0,25,34,42,46,51,54,58,61,63,66,69,52,49,48,49,48,45,42,41,40,38,38,37,37,37,36,37,38,37,38,36,37,35,36,38,55,50,48,46,44,42,40,37,35,30
49       0,0,40,41,41,41,41,41,41,41,41,41,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,29,31,33,34,35,36,37,38,38,39,32,28,23,19,15,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,13,19,20,20,21,21,21,23,21,21,23,23,23,25,27,32,36,35,34,32,30,28,25,22,19,14,0,0,0,6,10,44,59,63,64,66,68,69,69,67,65,63,38,35,34,34,32,31,31,31,31,31,31,31,31,32,32,34,33,35,37,40,44,57,60,58,56,54,51,48,45,40,32
50       0,5,7,9,11,13,15,18,19,19,19,19,19,18,18,17,17,17,17,16,16,15,15,16,15,15,14,14,14,14,14,13,13,26,28,31,33,35,36,37,39,40,41,42,42,40,34,30,29,27,25,25,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,25,24,25,25,27,27,29,30,32,40,40,38,36,35,33,31,28,26,22,18,12,18,31,38,44,49,53,57,61,64,65,68,71,56,52,51,50,50,49,48,47,46,44,43,43,42,42,43,43,42,43,41,42,41,40,42,43,57,54,49,47,45,43,41,39,35,29,23
