284       0,0,0,0,0,9,11,11,11,13,13,13,13,14,14,15,15,15,16,16,16,17,18,18,18,19,20,20,20,20,21,22,22,22,23,23,24,22,21,20,21,22,22,22,20,21,22,21,21,21,20,21,20,21,21,21,21,20,21,21,22,20,20,20,21,21,20,20,20,25,37,37,37,37,38,39,39,39,39,39,23,22,22,20,20,20,20,21,20,19,16,6,17,22,27,31,36,40,46,50,54,52,54,59,58,59,58,56,53,49,43,42,42,44,49,55,60,65,68,66,61,64,60,55,51,45,39,34,27,22,17,11,3,0,0,0,0,0,0
285       0,0,0,0,0,2,10,16,20,25,28,30,32,34,35,32,28,25,23,24,22,22,22,21,20,21,21,21,21,21,20,19,15,10,10,10,10,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,18,19,18,18,20,18,19,19,20,22,22,23,25,27,29,38,36,34,33,31,29,25,22,17,10,58,62,66,68,72,74,76,77,74,45,29,25,23,21,21,21,20,20,20,20,20,20,19,19,20,20,20,21,21,23,24,27,32,44,45,44,42,40,38,34,31,26,15,5,0,0,0
286       0,0,0,0,0,0,11,18,22,26,29,32,34,36,38,38,37,29,27,26,25,24,22,22,21,20,14,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,12,13,13,12,13,13,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,12,11,11,10,12,43,44,44,44,44,44,44,44,19,24,27,30,33,35,38,40,42,44,42,40,38,38,38,37,36,36,37,36,35,36,36,37,37,37,37,37,37,37,39,40,40,44,48,45,44,42,40,37,35,31,28,21,6,0,0
287       0,0,0,0,0,0,10,16,20,24,27,30,32,33,35,37,33,27,25,23,22,22,22,20,20,21,20,20,20,20,20,20,21,21,20,18,18,20,20,20,18,19,19,19,21,21,20,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,20,21,23,24,25,27,29,36,38,36,34,32,30,27,23,61,64,68,71,73,75,77,78,80,41,26,25,22,21,19,20,18,18,19,17,17,17,18,18,18,19,19,20,20,21,23,25,27,29,65,80,78,77,75,72,70,67,63,54,15,0,0
288       0,0,0,0,0,0,0,0,0,5,8,10,12,13,14,15,15,15,15,15,15,14,14,14,15,14,14,13,13,14,13,12,13,13,12,13,13,13,13,13,12,13,12,12,12,11,12,17,27,29,31,34,35,36,38,39,40,34,29,27,25,24,24,23,22,21,23,23,20,20,20,20,20,20,20,21,21,22,22,22,22,23,25,26,28,30,39,37,36,34,31,29,13,22,31,36,41,46,49,53,56,57,52,46,45,43,43,44,40,38,38,37,35,35,34,34,33,33,33,32,34,35,35,34,35,37,42,49,47,43,37,36,34,31,27,23,18,2,0
289       0,0,8,10,11,11,11,12,12,13,14,14,14,14,14,15,16,16,16,18,18,18,18,18,19,20,20,20,20,22,22,22,22,22,22,21,21,20,20,21,21,22,22,21,20,22,22,20,20,21,20,21,20,20,20,21,21,20,20,21,21,19,20,20,20,21,22,21,22,35,36,36,37,37,38,38,38,39,39,39,23,23,22,21,21,21,21,22,21,20,19,16,14,20,26,30,37,41,47,53,56,59,59,61,64,62,61,60,56,52,45,44,44,46,53,59,62,68,70,66,63,64,62,56,51,45,37,33,27,23,18,11,3,0,0,0,0,0,0
290       0,0,4,11,17,21,25,29,31,33,33,35,30,27,25,24,23,22,22,21,20,21,21,20,20,20,20,20,20,18,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,16,18,18,18,18,18,18,19,20,20,21,21,23,25,27,28,35,36,35,33,31,29,27,24,19,15,63,66,71,73,75,78,80,82,56,31,26,25,23,23,22,20,20,20,20,19,19,19,20,19,20,21,22,22,23,25,25,30,46,47,46,45,44,42,38,34,29,23,8,0,0,0,0
291       0,0,3,14,18,24,26,29,31,33,35,37,39,37,33,27,26,25,23,23,22,21,20,17,11,11,11,11,11,11,12,11,12,13,12,13,13,13,13,13,14,14,14,14,13,14,14,13,13,12,13,13,12,13,13,13,14,13,13,14,14,13,13,14,13,13,14,13,13,13,13,13,14,14,14,13,14,13,12,11,10,10,10,11,42,43,43,43,43,43,43,43,23,27,31,33,35,38,40,43,43,45,42,40,39,39,38,39,39,37,37,37,37,37,39,39,40,40,39,39,40,39,41,41,43,51,49,47,44,42,39,36,34,30,25,12,0,0,0
292       0,0,0,12,17,21,24,28,30,32,33,35,37,37,28,25,25,24,23,21,20,20,20,20,19,19,19,19,19,19,19,19,19,20,20,19,19,18,18,19,19,19,19,19,20,19,20,17,17,17,17,17,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,20,20,21,23,23,25,27,30,34,39,37,35,33,31,29,25,67,71,73,76,78,80,82,83,54,29,26,24,22,20,20,19,19,19,18,17,18,18,18,19,19,19,20,22,21,22,26,28,31,59,84,83,81,79,76,74,71,67,62,25,0,0,0
293       0,0,0,0,0,2,5,8,11,13,14,15,16,15,14,14,14,15,15,14,15,15,14,14,14,15,14,14,13,14,14,14,14,13,13,13,12,13,13,13,13,12,12,12,13,20,28,28,30,33,34,35,38,39,39,40,36,31,28,27,25,24,23,24,24,23,22,22,21,21,21,20,20,20,21,22,21,21,23,23,23,24,26,27,28,29,38,38,38,36,34,32,17,25,33,39,45,48,52,55,57,60,55,50,46,46,45,45,44,41,40,39,37,37,36,36,35,36,35,35,35,34,37,38,37,40,41,51,48,47,44,39,37,34,31,28,22,9,0
294       10,11,12,12,12,13,13,14,14,14,15,15,16,16,17,17,17,18,18,18,19,19,20,20,20,20,21,21,22,22,22,23,23,23,21,21,22,22,22,23,21,22,22,22,21,23,22,22,22,21,22,21,21,22,22,21,22,22,22,22,21,22,22,23,22,21,22,22,23,36,37,38,38,38,38,39,40,40,40,40,25,23,23,22,22,23,22,22,23,23,23,22,0,0,4,12,16,21,26,31,36,42,47,53,59,63,61,64,68,69,69,66,60,54,51,45,44,45,51,57,62,67,70,70,66,61,60,61,56,51,47,39,35,29,24,17,12,7,0
295       12,16,21,24,26,28,30,32,33,35,32,27,27,25,23,24,22,21,20,20,21,20,20,20,19,19,20,21,21,21,21,22,22,24,23,24,27,28,35,35,33,33,31,31,31,31,33,35,37,38,31,29,26,24,23,22,21,22,20,20,20,20,19,19,19,19,18,18,19,19,20,20,20,20,21,21,21,23,25,25,27,32,38,37,36,34,33,31,28,25,23,19,0,0,0,0,18,35,49,58,66,70,75,81,83,84,78,69,56,49,44,41,39,37,35,33,33,32,31,31,32,33,34,36,37,40,44,49,53,66,85,85,83,82,76,69,64,58,48
296       40,41,41,41,41,42,42,42,42,41,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,30,32,34,35,36,37,38,39,39,39,33,28,26,21,17,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,17,18,19,20,20,21,21,22,23,23,24,26,26,29,32,38,36,34,33,31,29,26,24,19,0,0,0,0,7,52,61,63,64,67,68,69,71,71,69,65,41,39,36,34,33,32,31,30,30,30,31,30,30,32,33,33,33,35,37,39,41,46,65,63,62,60,58,55,51,48,42
297       10,16,20,24,26,29,31,33,35,37,38,30,28,26,25,24,23,21,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,21,21,21,20,20,20,20,20,21,21,21,21,21,21,21,21,21,20,20,21,22,21,23,22,24,25,26,29,34,37,35,34,32,30,27,25,22,18,0,0,13,59,66,70,74,76,78,80,82,84,86,34,29,28,26,25,23,22,22,21,21,20,20,20,20,21,21,21,22,23,24,24,27,28,34,85,83,83,81,79,76,74,70,66,59
298       0,4,6,8,11,13,14,15,14,14,14,15,14,14,14,14,13,14,13,13,13,13,13,12,13,12,13,12,13,12,13,12,11,12,11,12,12,11,12,12,11,15,26,28,33,34,35,35,36,37,38,39,33,29,28,26,25,24,23,22,21,21,21,21,21,20,20,21,21,20,21,20,20,20,22,22,23,22,24,24,27,30,37,35,35,33,31,29,27,25,21,17,0,2,20,29,36,41,47,51,54,58,61,64,54,52,50,50,50,49,46,42,42,41,41,41,39,38,38,38,39,41,40,40,40,40,41,47,50,47,42,38,36,32,29,25,20,9,0
299       0,40,42,42,42,42,42,42,42,42,41,12,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,29,32,34,35,36,37,38,39,40,41,33,30,26,21,17,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,16,21,23,23,23,22,24,24,25,25,26,28,29,32,39,37,36,35,33,31,28,25,21,17,0,7,55,59,60,61,65,66,68,68,69,69,61,40,37,35,34,33,31,31,31,31,31,31,31,31,31,31,32,33,34,35,36,39,43,52,62,61,59,57,55,53,50,46,34,28,20
300       0,34,41,42,43,43,43,43,43,42,41,12,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,20,29,32,34,36,37,38,39,40,40,41,34,30,26,22,16,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,15,20,22,23,23,22,23,24,25,24,26,27,28,32,39,38,37,35,33,31,29,26,23,17,0,2,30,54,58,60,62,64,65,66,68,69,69,61,39,35,35,34,32,32,31,31,31,31,31,31,31,31,32,32,33,34,36,36,39,42,51,63,62,60,58,56,54,50,45,33,27
301       42,42,42,42,42,42,42,42,42,41,11,11,11,11,11,11,12,12,11,11,12,12,12,12,12,12,11,11,11,11,11,11,19,27,32,34,35,36,38,39,40,40,41,41,32,28,25,21,17,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,12,18,22,22,22,23,24,24,24,25,25,26,27,29,30,40,38,36,36,34,32,30,26,23,19,2,8,12,48,61,65,66,68,69,69,71,71,66,65,48,36,34,33,32,31,32,32,32,32,32,32,32,32,32,33,35,36,36,40,44,54,64,63,61,59,58,55,53,49,45,39,21
302       41,41,41,41,41,41,42,42,42,41,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,17,27,31,34,35,36,37,39,40,40,41,39,32,29,25,21,16,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,17,21,22,23,22,23,24,24,25,24,25,27,29,30,40,38,36,36,34,32,30,27,24,21,0,6,11,28,55,64,66,68,69,70,71,71,68,65,62,38,35,33,32,31,31,31,31,32,31,31,32,32,33,33,35,36,37,39,43,52,64,63,61,59,57,55,53,49,44,38,23
303       13,34,34,29,31,33,34,35,36,37,38,26,24,23,22,21,21,20,19,19,18,17,18,18,19,19,19,19,19,19,20,19,20,21,21,24,28,37,37,36,35,34,34,35,36,36,37,26,24,20,20,21,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,20,20,19,20,19,19,20,20,21,22,22,23,26,37,36,35,34,33,32,31,30,27,24,9,16,67,89,90,90,90,90,91,90,90,62,32,30,30,31,31,31,31,31,31,31,31,31,33,33,34,37,36,39,40,47,54,60,70,75,78,74,69,63,59,49,41,25,15,0,0,0
304       0,8,10,12,12,12,12,14,14,14,14,15,16,16,16,16,16,17,17,18,18,19,19,19,19,20,21,21,21,21,21,23,23,22,20,21,21,22,21,22,22,21,21,20,22,22,22,22,21,21,21,22,22,21,21,19,19,22,21,22,22,21,21,21,22,22,21,21,23,37,37,37,37,38,38,39,39,40,40,40,22,22,22,23,22,22,22,21,23,22,21,18,0,0,2,10,17,23,30,35,40,47,53,61,66,68,69,73,75,70,64,58,51,44,43,44,48,53,58,61,62,62,63,59,54,53,54,53,48,43,38,33,28,24,19,15,9,3,0
305       3,13,18,23,25,29,31,33,35,36,37,33,30,27,24,24,24,23,23,22,21,17,10,10,10,10,10,10,11,10,11,11,11,12,13,12,12,13,12,13,13,13,13,13,13,13,13,14,15,16,16,15,15,15,14,14,13,13,13,13,13,13,12,12,13,13,13,13,13,12,13,13,12,13,13,12,13,12,12,13,12,12,41,45,45,45,45,45,45,45,45,45,3,19,23,27,31,33,36,38,41,43,44,43,43,43,41,41,44,45,43,42,41,42,41,41,40,41,41,41,42,41,42,42,43,46,47,51,50,47,45,42,38,35,33,27,21,9,0
306       17,21,24,26,29,31,32,34,35,31,28,28,24,23,21,22,23,21,21,21,21,21,21,21,21,21,21,21,21,22,23,22,23,24,26,26,31,36,35,34,32,30,30,31,33,35,37,37,37,30,28,26,25,23,23,22,23,22,22,21,21,21,21,21,21,21,21,21,21,22,22,22,21,22,22,24,25,24,27,29,34,38,37,35,33,31,29,27,25,21,16,11,0,26,44,54,60,67,72,77,82,83,85,77,56,50,46,42,41,38,36,34,34,33,31,31,32,32,34,36,37,39,42,45,52,62,71,86,84,82,78,74,69,63,56,44,23,16,0
307       23,26,29,31,34,35,36,38,34,30,27,26,25,23,23,22,22,21,19,14,11,11,11,11,11,11,12,11,12,12,12,13,12,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,14,13,13,14,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,12,12,12,12,16,46,46,46,46,46,46,46,46,46,46,37,0,0,15,21,27,29,32,35,39,41,43,45,46,46,46,42,42,41,42,40,40,40,39,39,38,39,39,39,40,40,40,41,42,43,43,44,55,53,51,49,47,44,41,39,35,31,23,10
308       35,35,33,32,33,34,35,36,37,38,28,25,24,22,21,21,21,19,20,19,19,19,19,20,20,19,19,19,20,20,20,20,20,23,24,37,37,36,35,35,34,34,35,36,37,34,26,23,20,21,20,21,21,22,21,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,22,22,23,23,26,29,37,36,35,34,32,31,30,28,25,20,0,0,0,15,83,88,89,90,90,90,90,90,90,65,34,32,30,30,30,31,31,31,31,31,31,33,34,33,36,37,40,41,46,52,59,69,72,80,76,70,65,58,54,45,36,21,11,0,0
309       0,9,11,12,12,13,13,14,14,14,14,16,16,16,16,16,16,18,18,18,18,18,20,20,20,20,21,21,21,22,22,23,23,20,20,21,22,22,22,20,21,21,21,22,22,22,21,21,21,23,22,22,22,22,21,21,21,22,22,21,22,22,22,21,22,21,22,23,37,37,37,37,38,38,39,39,39,39,28,23,22,22,22,23,22,21,22,22,22,20,16,0,0,0,3,12,19,25,31,34,42,48,56,61,67,68,69,74,74,68,62,55,48,42,42,42,48,53,59,62,63,62,61,57,53,53,54,51,47,42,38,32,27,23,17,12,7,0,0
310       3,13,19,24,26,30,32,34,36,36,38,33,27,27,25,24,23,23,22,21,19,15,11,11,10,10,10,10,11,11,11,12,11,12,12,12,12,13,12,13,13,13,13,13,12,13,13,14,15,15,15,15,14,14,14,13,14,13,13,13,12,11,13,13,13,13,13,12,13,13,12,13,13,12,13,13,12,13,12,12,13,45,46,46,45,45,45,45,45,45,45,43,16,23,27,29,33,36,39,41,43,45,45,44,43,43,42,42,44,45,43,42,41,42,41,42,41,42,41,42,42,42,43,44,45,48,53,50,49,46,44,41,37,35,30,24,13,2,0
311       18,21,24,26,29,31,32,34,34,33,29,28,24,23,22,22,21,22,22,22,21,21,20,20,20,21,22,22,22,23,22,22,24,24,25,28,30,37,35,33,31,31,31,32,34,35,37,38,33,28,27,25,23,23,23,22,21,22,23,22,22,22,22,22,22,22,22,22,22,21,21,22,22,24,23,25,26,27,28,32,38,37,35,33,31,29,27,25,21,16,12,0,14,36,49,57,63,67,73,80,82,83,85,66,54,47,44,40,40,36,36,34,32,32,32,31,31,31,34,36,37,39,42,46,55,64,74,84,82,80,75,71,66,60,52,40,20,11,0
312       20,24,27,31,33,34,36,38,39,31,28,26,25,24,23,22,22,21,20,15,10,10,10,11,11,11,11,11,11,12,12,13,12,13,13,13,13,13,13,13,12,12,13,13,12,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,12,13,13,12,13,13,12,12,12,12,13,44,46,46,46,46,46,46,46,46,44,38,1,0,0,16,22,27,29,32,35,38,40,43,43,44,45,42,42,41,42,40,40,39,39,38,39,40,39,38,39,39,40,39,39,41,42,42,43,51,52,50,48,47,44,41,38,34,31,24,9
313       9,11,12,12,13,13,13,13,13,13,14,14,15,15,15,16,16,16,17,17,17,17,17,18,18,19,20,20,21,22,22,22,22,21,21,22,21,21,22,25,25,25,26,26,27,27,27,27,26,24,24,24,25,22,22,23,23,23,23,24,24,23,23,24,23,22,22,23,35,37,38,38,38,38,38,39,39,40,40,24,23,22,22,20,22,22,22,22,22,21,19,9,0,0,3,12,21,29,32,29,37,39,45,49,54,57,61,58,64,69,75,72,62,56,52,47,44,44,48,55,58,62,69,64,61,57,55,54,56,53,48,43,37,33,29,22,17,13,7
314       5,7,10,12,13,13,14,14,13,14,14,13,13,13,13,13,13,13,13,12,13,12,11,12,12,12,12,12,12,12,12,13,12,12,13,12,13,13,14,20,28,30,32,34,35,35,36,37,39,39,40,32,29,27,26,26,24,25,24,23,23,23,23,22,22,22,22,22,23,23,22,22,23,23,23,25,24,25,27,28,32,37,37,35,33,31,29,27,24,21,17,10,0,0,20,28,36,41,47,50,54,57,60,63,65,57,55,54,52,52,52,50,47,45,44,43,40,40,39,40,41,39,38,38,40,39,41,47,49,45,43,40,38,36,33,29,24,19,10
315       0,0,9,11,11,11,12,12,13,13,13,13,13,13,15,15,16,16,16,16,17,17,17,17,17,19,19,19,19,21,21,21,21,23,22,20,20,21,22,23,24,23,24,25,25,27,27,26,27,26,24,22,23,24,22,22,22,23,23,22,22,22,23,23,22,22,22,22,25,36,37,37,37,38,38,39,39,39,37,23,22,22,22,22,21,21,21,21,22,20,15,5,5,14,27,29,27,28,36,37,47,49,53,56,55,54,63,65,67,65,57,52,48,42,41,42,49,55,60,65,68,65,59,55,54,57,53,49,44,37,34,30,21,18,13,7,0,0,0
316       0,2,5,7,10,12,13,14,14,13,14,14,14,14,13,13,13,13,13,12,13,13,12,11,12,11,12,11,12,12,12,13,12,13,13,13,12,12,13,13,15,27,30,32,34,35,36,37,39,39,40,40,32,30,28,26,26,25,24,25,24,25,24,24,24,24,24,23,23,23,22,23,23,23,23,24,25,25,26,28,30,38,37,36,34,32,30,28,24,21,16,9,11,23,30,36,41,46,50,53,56,59,60,63,52,51,49,50,50,49,48,46,43,41,41,39,38,39,39,37,39,38,39,37,40,40,44,50,47,43,40,38,36,33,30,27,21,15,6
317       0,0,0,0,7,10,11,11,12,12,12,12,14,14,14,14,14,15,15,16,16,17,17,17,17,17,18,19,19,20,21,21,22,22,23,23,21,21,21,22,22,22,23,25,24,25,26,27,27,26,25,24,22,21,21,20,21,22,23,22,23,24,22,23,22,21,21,22,22,23,36,37,37,37,38,38,38,38,38,40,23,22,22,20,21,21,22,22,22,21,19,16,3,9,11,15,17,21,25,34,40,47,53,58,61,62,62,63,68,70,64,53,50,42,42,43,47,51,55,59,64,63,59,54,52,51,53,51,46,42,35,32,29,22,18,13,7,0,0
318       0,0,0,0,3,6,9,11,12,12,13,13,13,14,14,13,13,13,12,12,13,12,12,12,12,12,12,11,11,11,11,11,11,12,12,12,12,12,12,13,12,14,16,27,31,33,34,35,37,38,39,39,40,37,32,29,27,25,26,25,24,23,23,23,22,22,21,21,21,21,21,22,23,23,23,23,24,25,25,27,29,30,35,38,36,34,32,30,28,25,21,17,0,0,17,26,33,39,43,46,49,52,55,57,60,57,52,50,48,49,49,48,43,43,40,37,36,36,35,36,36,36,37,37,38,37,37,39,43,49,45,41,39,37,35,32,28,25,20
319       40,41,41,41,41,41,41,41,41,41,40,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,25,30,32,34,35,36,37,37,38,39,35,29,27,23,19,16,11,11,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,18,19,20,21,22,22,20,21,22,24,23,24,26,29,33,37,35,35,33,31,29,26,0,4,9,57,61,64,66,68,70,71,72,68,64,40,36,34,33,32,30,30,31,30,29,29,29,29,31,30,31,32,34,33,35,38,42,48,65,64,62,60,57,54,51,47,32,22,0
320       22,26,35,35,33,32,32,33,35,31,28,24,24,23,21,22,22,21,21,20,20,20,20,21,21,21,21,20,20,21,22,22,22,23,23,25,28,30,36,35,33,31,31,30,30,33,35,36,37,34,30,28,25,25,23,23,21,21,21,21,20,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,21,22,23,25,26,28,30,38,37,35,34,33,31,29,27,23,0,1,2,19,43,55,62,70,75,82,86,88,89,79,63,54,48,43,39,36,35,32,30,29,29,29,29,29,31,32,35,36,40,43,47,54,67,75,88,86,84,77,73,66,58,50,33
321       10,12,14,15,15,14,14,15,14,14,14,13,13,14,13,13,14,13,13,13,13,12,13,12,12,12,12,12,11,12,12,12,12,11,12,11,11,11,11,11,25,29,31,32,35,36,34,34,35,35,39,33,29,26,25,23,22,20,21,20,19,19,18,18,17,17,17,17,17,17,18,18,18,18,19,20,22,21,22,22,22,27,31,37,35,33,31,28,24,21,20,18,0,0,0,0,15,27,36,41,47,47,51,55,60,65,60,56,54,53,52,49,45,46,43,42,40,40,39,38,39,39,38,38,37,35,33,30,27,31,35,39,46,43,41,38,36,33,31
322       0,0,38,40,41,41,41,41,41,41,41,41,40,12,11,11,10,10,10,10,10,11,10,10,10,11,10,10,10,10,10,10,11,10,16,23,30,31,34,35,36,37,38,39,39,39,32,28,25,22,16,11,11,11,11,10,10,11,11,11,11,11,11,10,10,11,11,11,11,13,17,20,20,20,20,20,21,21,23,22,24,26,27,29,33,38,36,35,33,31,29,27,25,58,62,66,67,68,70,72,71,65,63,38,35,34,32,31,31,30,31,30,30,30,30,30,30,31,32,33,33,36,38,40,44,63,63,61,59,57,55,53,47,42,27,19,0,0,0
323       12,17,22,25,32,36,35,34,32,34,35,36,28,26,25,24,23,22,21,21,21,20,21,20,20,20,20,21,21,21,22,22,22,22,23,25,25,28,30,37,35,34,32,32,31,32,33,35,36,38,37,32,27,26,24,25,24,22,22,21,22,22,22,22,22,22,22,22,21,21,22,22,22,22,22,23,22,24,24,24,26,29,32,39,37,36,35,33,31,29,26,23,8,25,45,57,61,67,74,79,84,87,86,84,70,57,51,44,40,38,35,34,32,32,32,32,31,31,32,32,35,36,38,41,44,50,59,71,86,84,82,79,74,68,61,55,40,23,14
324       3,6,8,11,13,14,14,15,15,14,14,14,14,13,14,14,14,13,14,13,13,12,13,12,13,12,12,12,12,12,12,12,12,12,11,12,11,11,11,11,11,22,28,31,33,35,36,37,35,37,37,41,33,29,28,26,25,23,23,21,21,21,19,20,20,20,20,20,20,20,19,19,19,20,21,21,22,23,23,24,23,27,38,37,36,34,32,28,23,22,20,18,0,0,7,22,31,38,41,47,48,52,55,61,64,55,52,52,51,52,47,44,44,42,41,41,40,40,39,38,38,39,39,39,37,35,30,29,35,38,48,45,41,39,37,35,31,27,23
325       12,10,8,0,2,5,8,11,13,15,15,14,14,14,14,14,14,14,14,14,14,13,13,12,13,13,12,12,12,12,13,12,13,12,11,12,11,12,11,12,11,11,12,17,28,31,32,34,36,37,38,40,40,36,30,27,24,23,21,20,19,18,18,17,16,16,17,17,16,16,17,17,16,18,18,18,20,19,21,23,24,27,32,38,36,34,32,30,28,26,22,18,0,0,0,0,0,4,20,29,34,40,43,47,50,53,58,62,55,52,50,50,50,50,45,44,42,40,37,36,36,36,37,37,37,36,37,38,39,37,37,39,42,49,46,42,38,35,33
326       14,12,10,8,5,1,4,7,9,11,14,15,14,14,14,14,14,13,13,14,13,13,13,12,13,12,12,11,12,11,12,12,12,11,11,11,11,11,10,11,11,11,11,12,16,26,30,32,33,34,36,37,38,39,36,30,28,26,23,22,22,21,19,19,19,19,18,18,18,18,18,18,18,19,18,19,20,20,22,23,24,26,27,31,37,35,34,32,30,27,25,21,0,0,0,0,13,25,31,38,44,49,52,57,60,64,59,54,52,51,51,49,43,39,39,38,36,35,36,35,34,35,33,34,35,36,34,34,35,35,38,46,42,39,37,35,32,30,26
327       0,1,5,8,10,12,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,13,13,12,13,13,13,12,12,12,12,12,12,12,11,12,11,11,12,12,19,28,31,32,34,36,37,38,39,40,34,30,29,25,24,24,22,22,21,20,21,21,21,21,21,21,21,21,21,20,21,22,23,23,23,25,25,27,29,38,36,34,32,30,28,26,22,18,13,0,0,0,0,0,9,22,31,36,42,46,50,53,56,60,62,52,50,49,48,49,44,42,41,38,37,38,37,37,37,36,37,37,35,35,35,35,33,36,37,46,43,39,37,35,33,31,28,24,19
328       2,5,7,10,12,14,14,15,15,14,13,14,14,14,13,13,13,14,13,13,12,13,13,12,13,13,13,13,13,13,13,14,13,14,14,14,14,13,14,14,21,29,31,33,35,36,37,38,40,40,40,33,29,27,25,24,24,23,22,22,21,21,21,21,20,20,20,20,21,21,21,21,22,22,23,24,25,26,27,30,33,37,36,35,33,31,28,25,21,17,13,0,0,0,18,29,41,46,49,53,55,57,60,62,60,51,49,49,50,49,45,45,41,40,40,40,38,38,38,37,38,39,38,38,38,36,37,36,39,49,46,42,39,37,35,31,29,25,20
329       0,23,40,40,41,41,41,41,41,41,40,39,11,10,10,10,11,11,11,10,10,10,10,10,10,10,11,11,11,10,10,10,10,21,27,32,34,35,36,37,38,39,40,38,30,27,23,21,16,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,13,18,19,20,20,21,21,22,22,24,25,26,27,31,37,35,34,33,31,29,26,23,19,15,8,0,0,0,0,6,51,56,60,60,64,66,66,67,67,64,45,37,35,35,33,32,32,34,32,32,32,32,33,33,33,33,34,35,35,38,38,42,49,63,61,59,57,55,52,49,42,30
330       14,20,23,26,29,31,33,33,35,31,27,25,24,22,22,22,20,20,21,20,20,20,20,20,20,20,22,21,20,20,22,21,22,24,25,28,34,34,33,31,30,30,30,33,35,35,37,32,28,27,24,24,23,22,21,20,21,22,21,20,20,20,20,20,20,20,20,20,21,21,20,20,22,24,24,24,26,27,33,36,35,34,32,30,28,25,22,19,13,5,0,0,14,32,46,55,62,69,74,79,81,82,74,61,52,47,41,39,36,35,33,32,31,30,31,31,32,33,34,36,38,42,45,51,61,73,82,82,80,74,71,64,56,46,32,12,0,0,0
331       7,9,11,13,14,14,14,13,13,14,14,13,13,13,13,13,13,12,13,12,12,12,12,12,12,11,12,11,12,11,12,11,11,12,11,10,11,11,17,27,29,31,32,35,36,37,37,39,39,32,28,25,23,23,22,21,20,20,19,18,18,18,18,18,18,18,18,18,19,20,20,19,21,23,25,25,27,31,37,35,33,33,31,28,26,23,19,15,9,0,0,0,28,35,40,44,49,53,56,59,61,53,49,50,49,49,46,44,44,41,41,41,41,40,39,39,38,38,37,37,36,36,37,37,41,46,42,40,38,35,32,28,24,17,0,0,0,0,0
332       0,38,40,40,40,40,40,40,40,40,39,34,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,26,31,33,34,36,37,38,38,39,40,33,29,25,21,16,12,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,11,16,20,21,21,21,20,22,22,24,23,25,27,28,33,37,36,35,33,31,29,27,24,21,16,0,0,0,3,9,55,59,62,64,65,66,69,70,70,64,40,37,36,35,33,33,34,33,32,31,32,32,32,32,34,34,35,35,36,37,41,43,53,63,61,60,58,56,51,47,35,28
333       12,17,21,24,27,29,31,32,33,35,31,26,24,24,22,21,22,22,20,20,20,20,20,20,19,20,20,20,20,20,22,21,22,22,24,25,28,34,35,33,32,31,29,30,32,34,35,36,38,29,27,24,24,23,22,22,21,21,21,21,21,20,21,21,21,21,21,21,21,21,20,20,21,22,23,22,24,26,26,30,33,37,35,33,31,29,27,25,22,18,12,3,0,7,21,42,53,60,67,72,77,81,83,84,72,56,49,44,40,38,37,34,34,32,33,32,33,33,34,34,36,37,40,43,47,54,66,77,83,81,78,73,68,62,54,43,22,12,0
