289       47,47,16,15,15,15,15,14,14,14,13,13,13,13,13,13,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,47,23,22,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,18,18,18,18,18,18,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,13,13,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,7,7,77,72,66,62,55,51,45,39,35,29,24,19,16,10,7,3,2,2,2,2,2,2,2,2,3,4,9,15,19,25,29,36,41,45,55,59,65,69,74,81,87,92,92,92,92,92,92,1,0,0,0,0,0,0,0,1,4,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,3,1,0,0,0,0,0,0,0,0,0,2,92,92,92,92,92,92
290       47,47,18,16,13,11,9,7,6,5,5,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,6,7,9,11,13,47,47,24,20,17,15,13,11,10,9,9,8,8,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,5,7,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,7,6,5,5,5,5,5,5,5,5,5,5,6,6,6,7,8,8,9,9,10,11,12,13,14,17,19,18,16,13,12,11,9,8,7,7,6,6,5,5,4,4,4,3,3,2,3,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,7,8,9,11,13,15,17,21,92,92,92,92,11,10,8,7,6,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,5,6,7,9,11,12,15,63,92,92,92,92
291       47,47,22,15,13,10,9,7,6,5,4,3,2,2,1,1,0,0,0,0,0,0,0,2,33,33,33,33,33,33,32,32,31,30,30,29,28,28,27,26,25,24,24,23,23,22,21,21,20,20,19,18,18,17,16,15,14,14,13,12,11,11,10,9,9,8,7,7,6,5,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,22,18,16,13,12,11,10,9,8,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,6,6,7,8,8,9,9,10,11,11,12,13,14,15,15,16,17,17,18,19,19,20,21,21,22,23,24,24,25,26,26,27,28,29,29,30,30,31,32,33,33,34,35,36,37,37,37,36,5,4,4,4,4,4,4,4,16,14,12,11,10,9,8,7,7,6,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,4,4,5,5,5,6,7,8,9,10,11,12,14,16,19,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,92,92,92
292       47,47,47,16,14,11,10,8,7,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,8,47,47,47,19,16,15,13,11,10,9,9,8,7,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,9,10,11,12,14,17,15,14,12,11,10,9,8,7,7,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,6,6,7,7,8,9,11,12,13,15,16,22,92,92,92,8,6,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,8,10,14,45,92,92,92
293       47,47,47,47,47,31,30,28,27,26,25,24,23,23,22,21,20,19,18,18,17,16,15,15,14,13,13,12,12,11,10,10,9,9,9,8,8,7,7,6,6,6,5,5,4,4,3,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,4,4,5,6,7,47,47,47,47,47,14,12,11,9,8,8,8,8,9,11,12,13,13,14,15,15,16,18,18,19,19,20,21,22,22,23,23,24,25,25,26,27,27,27,28,28,29,30,30,30,21,16,15,13,11,10,9,7,6,6,5,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,4,5,5,6,7,8,63,59,52,46,44,42,39,37,35,32,30,29,27,25,24,22,21,20,18,17,16,15,14,12,11,10,9,8,7,7,6,5,5,6,6,7,8,8,9,52,53,55,56,58,61,64,92,12,8,7,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,9,16,92
294       19,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,18,17,17,17,17,16,16,16,16,16,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,92,92,88,80,76,71,66,61,56,50,45,39,33,28,22,17,12,7,2,0,0,0,0,0,0,0,0,0,0,1,5,10,14,20,26,31,36,41,45,53,57,63,68,75,80,85,92,92,92,0,0,0,0,0,0,0,0,0,0,0,1,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,6,0,0,0,0,0,0,0,0,0,0,0,92
295       21,19,16,15,14,13,12,11,10,9,8,8,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8,9,10,10,11,11,11,11,10,9,8,8,7,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,8,9,10,11,12,14,15,17,14,12,10,8,7,6,5,4,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,5,5,5,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,7,8,9,11,92,92,92,92,57,20,15,12,10,9,8,7,6,5,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,5,6,7,9,11,12,15,92,92,92,92,17,13,11,9,7,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,5,7,8,10,12
296       6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,9,12,36,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,9,6,5,4,4,4,4,4,4,4,5,5,5,6,6,7,7,8,9,10,11,12,13,14,17,1,0,0,0,0,0,0,0,0,1,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,12,10,8,7,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,6,8,9,11,92,92,92,92,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,92,92,92,15,12,10,8,7,6,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,7,8,10,12
297       20,17,15,13,12,11,10,9,8,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,6,7,8,9,10,11,12,13,15,17,14,12,10,9,7,6,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,5,5,6,7,9,10,12,14,92,92,44,18,14,12,10,9,8,7,6,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5,5,6,7,8,9,11,13,16,92,92,21,15,12,10,8,7,6,5,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,6,8,9,11,13,17
298       47,29,28,27,26,25,24,23,23,22,21,20,20,19,18,17,17,16,16,15,14,14,13,13,12,12,11,11,10,10,9,9,9,8,8,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,5,6,6,7,8,9,10,11,13,15,47,14,13,12,10,9,9,9,10,11,12,12,13,14,15,16,17,17,18,19,20,20,21,22,22,23,23,24,24,25,25,26,27,27,28,28,28,29,29,29,30,23,16,14,9,8,8,8,7,6,6,5,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,5,6,6,7,8,9,10,11,13,15,92,67,56,50,46,42,38,35,33,30,28,26,24,22,20,19,17,15,14,13,11,10,9,7,6,5,4,3,2,1,1,1,1,2,3,4,4,5,45,48,49,51,53,54,57,62,92,92,23,16,13,10,9,7,6,5,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,7,9,10,13,15,21,92
299       47,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,8,33,34,34,34,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,6,2,1,1,1,1,1,1,1,2,2,2,3,3,4,5,6,6,7,8,10,11,13,15,47,4,3,3,3,3,3,3,3,3,4,33,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,20,16,13,11,10,9,8,7,6,5,4,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,5,5,6,7,8,9,11,13,15,92,70,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,46,49,53,92,15,12,10,9,8,6,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,5,6,7,9,10,12,15,19
300       47,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,10,34,35,35,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,7,3,2,1,1,2,2,2,2,3,3,3,4,4,5,6,6,7,8,9,10,12,13,16,47,3,2,2,2,2,2,2,2,3,4,33,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,18,14,12,10,8,7,6,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,4,5,6,7,8,9,11,14,92,71,4,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,46,50,92,19,15,12,10,9,7,6,5,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,5,6,7,8,10,13,15
301       4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,7,10,34,34,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,35,5,2,1,1,0,0,1,1,1,1,2,2,2,3,3,4,5,5,6,7,8,10,11,13,1,1,1,1,1,1,1,1,1,2,32,33,33,33,33,33,32,32,33,33,32,32,32,32,32,32,33,33,33,33,33,33,19,15,12,10,9,8,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,5,6,6,7,8,9,11,13,15,72,70,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,14,11,9,8,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,5,6,8,9,11,13,16,22
302       5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,7,10,34,34,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,6,3,2,1,1,1,1,1,1,2,2,2,2,3,3,4,5,5,6,7,8,9,11,12,1,1,1,1,1,1,1,1,1,2,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,18,15,13,10,9,8,7,5,4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,4,4,5,6,6,7,8,9,11,12,14,92,71,70,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,92,15,11,9,8,6,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,6,8,9,11,14,16,20
303       30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,4,5,7,18,16,14,13,12,11,10,9,9,8,7,7,7,6,6,6,5,5,5,5,5,4,4,4,5,5,5,5,6,6,6,7,7,8,9,9,10,11,12,12,11,10,10,9,8,7,7,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,6,7,7,8,9,10,11,12,13,14,15,18,20,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,57,92,92,92,74,22,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,4,5,6,7,8,9,10,11,13,14,17,20,92,92,92
304       47,18,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,9,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,4,47,21,20,19,19,19,19,18,18,18,18,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,1,1,1,2,92,92,88,81,75,69,62,57,51,44,37,31,25,19,12,7,3,2,1,1,1,1,1,1,1,1,2,3,7,11,17,21,26,31,35,39,44,49,54,59,64,68,73,77,83,88,92,92,92,2,1,0,0,0,0,0,0,0,0,1,5,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,3,0,0,0,0,0,0,0,0,0,0,1,92
305       21,16,13,11,10,8,7,6,5,4,4,3,2,2,2,1,1,0,0,0,1,3,35,35,35,35,35,35,34,34,33,33,32,31,30,30,29,28,28,27,26,26,25,24,24,23,22,21,19,18,17,17,17,16,16,16,16,15,15,14,13,13,13,12,11,10,9,9,8,8,7,6,6,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,23,18,16,13,12,10,9,8,7,7,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,6,6,7,7,8,8,9,10,10,11,12,12,13,13,14,15,15,16,17,17,18,19,19,20,21,21,22,23,23,24,25,25,26,27,27,28,29,29,30,31,31,32,33,33,34,34,2,1,1,1,1,1,1,1,1,1,17,15,12,11,9,8,7,6,5,5,4,3,3,2,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,2,2,3,3,3,4,5,5,6,7,8,10,11,12,15,18,83,92,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
306       15,13,11,10,8,7,7,6,6,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,5,5,6,7,8,8,8,7,6,5,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,11,13,15,17,15,13,12,11,10,9,8,7,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,6,7,7,8,9,9,8,7,6,5,5,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,5,6,7,8,9,10,11,13,16,19,92,20,15,11,10,9,7,5,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,11,13,16,54,56,92,92,18,15,12,11,9,8,7,6,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,4,5,6,7,8,9,10,13,15,20,92
307       12,11,10,9,7,6,6,5,4,3,3,3,2,2,1,1,1,2,3,7,35,35,35,35,35,35,34,34,33,33,32,31,31,30,29,29,28,27,27,26,25,25,24,24,23,22,21,21,20,19,19,18,17,17,16,15,15,14,13,13,12,12,11,10,10,9,8,8,7,7,6,5,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,47,12,10,8,7,6,6,5,4,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,9,9,10,11,11,12,13,13,14,14,15,16,16,17,18,18,19,20,21,21,22,22,23,24,24,25,26,26,27,28,28,29,29,30,31,32,33,33,34,2,0,0,0,0,0,0,0,0,0,0,2,47,92,14,12,9,8,7,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,6,7,9,11,14,80,92,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2
308       3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,47,47,9,10,13,14,13,12,11,10,9,8,8,7,6,6,6,5,5,5,4,4,4,4,4,3,3,4,4,4,4,4,5,5,6,6,7,8,8,9,10,10,11,11,10,9,8,8,7,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,8,9,10,11,12,13,14,16,18,22,47,47,92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,15,18,23,57,92,92,92,75,8,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,7,8,9,10,11,12,13,15,17,20,24,92,92
309       47,17,16,16,16,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,3,4,47,47,21,20,19,19,19,19,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,11,11,11,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,3,47,92,92,86,78,72,66,60,57,49,43,35,29,22,17,11,5,2,1,1,1,1,1,1,1,1,1,2,3,7,11,17,22,26,31,36,40,44,49,53,59,64,68,74,79,83,92,92,92,92,3,2,1,1,1,1,1,1,1,2,3,7,12,13,14,14,14,14,14,14,14,14,14,14,13,13,13,14,14,13,13,8,2,1,1,1,1,1,1,1,1,1,2,92,92
310       21,16,12,10,9,7,6,5,4,4,3,2,2,1,1,0,0,0,0,0,1,5,34,34,34,34,34,34,33,33,32,31,31,30,30,29,28,27,27,26,25,24,24,23,23,22,21,20,18,17,17,16,16,16,15,15,14,14,13,13,13,13,11,10,9,9,8,8,7,6,6,5,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,23,18,16,13,12,10,9,8,7,7,6,5,5,4,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,5,5,5,6,7,7,8,8,9,10,10,11,12,12,13,13,14,15,15,16,17,17,18,19,19,20,21,21,22,23,23,24,25,25,26,27,27,28,29,29,30,31,31,32,33,33,34,34,34,2,1,1,2,2,2,2,2,2,2,3,15,13,11,10,8,7,6,5,5,4,3,3,2,2,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,2,2,3,3,3,4,5,5,6,7,8,10,11,13,17,21,82,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,92
311       1,2,11,10,8,7,7,6,6,5,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,6,7,7,7,7,6,6,5,4,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,4,4,5,6,7,8,9,10,12,14,16,47,16,14,12,11,10,9,8,7,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,6,6,7,8,9,9,9,8,7,6,5,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,6,7,8,9,10,11,12,14,17,19,47,57,0,0,0,10,9,7,5,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,7,9,11,13,17,54,58,92,21,16,14,12,10,9,8,7,6,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,6,7,8,9,10,11,13,15,18,23,92
312       14,12,11,9,8,7,6,5,4,4,3,3,2,2,1,1,1,1,2,6,36,36,36,35,35,35,35,34,34,33,32,31,31,30,29,29,28,27,27,26,26,25,24,23,23,22,21,21,20,19,18,18,17,16,16,15,14,14,13,12,12,11,11,10,9,9,8,7,7,6,5,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,47,13,11,9,7,6,6,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,5,6,7,7,8,9,10,10,11,12,12,13,14,14,15,16,16,17,18,18,19,20,20,21,22,22,23,23,24,25,26,26,27,28,28,29,30,30,31,32,33,33,34,2,0,0,0,0,0,0,0,0,0,1,2,43,47,92,14,12,10,8,7,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,6,7,9,11,13,79,92,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4
313       19,18,18,18,18,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,13,12,5,4,4,3,3,3,3,2,2,2,3,3,3,3,3,4,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,5,37,19,18,17,17,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,13,12,12,12,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,92,92,45,41,39,38,39,62,54,52,44,42,37,33,28,25,15,10,1,0,0,0,0,0,0,0,0,0,1,2,4,12,18,23,26,29,35,39,44,49,55,59,63,70,75,79,84,92,92,44,39,2,1,1,1,1,1,1,1,1,2,3,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,9,1,0,0,0,0,0,0,0,0,0,1
